bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,0.957106,,,,,,,,,,,,11b13c47-5e75-43bd-bcc6-5672bee96638,3541,,"[103.0, 14.3]",3788770,86,,,,1.3947531,8e60fab3-3f2c-4d51-93ed-eb59f07232e5,Left Foot,True,,,"[106.7, 35.1]",,Low Pass,,21.126524,,,,,Boban Nikolov,True,,,,,,2,Regular Play,Ezgjan Alioski,4713.0,Left Back,159,North Macedonia,2358,['1bb08dac-3d6f-43e6-93b2-b9794d194d19'],5,,,,,,,,,,,,,,North Macedonia,00:41:05.776,Pass,,103.0,14.3,106.7,35.1,,,
,,,,,,,,,,,,,,,,,,0.792204,,,,,,,,,,,,8700d003-31f5-4b58-8bfe-7ed1c9d9b19f,3548,,"[6.0, 44.0]",3788770,86,True,,,-1.3164283,,Right Foot,,,,"[9.9, 29.0]",,Ground Pass,,15.49871,,,,,Daley Blind,,,,,,Goal Kick,2,From Goal Kick,Maarten Stekelenburg,20201.0,Goalkeeper,160,Netherlands,941,['03e37261-9740-4b2a-b03a-0d8ca8d25f85'],24,,,,,,,,,,,,,,Netherlands,00:41:24.837,Pass,,6.0,44.0,9.9,29.0,,,
,,,,,,,,,,,,,,,,,,2.055784,,,,,,,,,,,,d6eeeb91-1dc5-457d-8870-380e2824935a,3550,,"[10.8, 29.0]",3788770,86,,,,1.3470911,,Left Foot,,,,"[15.1, 47.9]",,Ground Pass,,19.382982,,,,,Matthijs de Ligt,,,,,,,2,From Goal Kick,Daley Blind,3311.0,Left Center Back,160,Netherlands,941,['3274e0e5-8eab-43ef-8256-ad00b79801d4'],26,,,,,,,,,,,,,,Netherlands,00:41:26.491,Pass,,10.8,29.0,15.1,47.9,,,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,58227447-649c-41af-a543-472dcaf56dad,3553,,"[21.9, 46.1]",3788770,86,,,,-1.6280025,,Right Foot,,,,"[20.6, 23.4]",,Ground Pass,,22.737194,,,,,Daley Blind,,,,,,,2,From Goal Kick,Matthijs de Ligt,8069.0,Center Back,160,Netherlands,941,['2698fd38-92f5-47dc-8089-280ffa3f1acc'],31,,,,,,,,,,,,,,Netherlands,00:41:31.343,Pass,,21.9,46.1,20.6,23.4,,,
,,,,,,,,,,,,,,,,,,1.863296,,,,,,,,,,,,6b44e067-359c-4716-831e-2d3785d3b688,3556,,"[27.2, 24.9]",3788770,86,,,,0.25700817,,Left Foot,,,,"[42.8, 29.0]",,Ground Pass,,16.129786,,,,,Ryan Gravenberch,,,,,,,2,From Goal Kick,Daley Blind,3311.0,Left Center Back,160,Netherlands,941,['3fd265a4-abe7-4e24-901a-16e39ae2a2c7'],39,,,,,,,,,,,,,,Netherlands,00:41:39.852,Pass,,27.2,24.9,42.8,29.0,,,
,,,,,,,,,,,,,,,,,,2.595335,,,,,,,,,,,,820ad686-8dfe-4aa1-8484-1e6d71a90868,3559,,"[39.7, 23.4]",3788770,86,,,,1.5707964,,Right Foot,,,,"[39.7, 33.9]",,Ground Pass,,10.5,,,,,Daley Blind,,,,,,,2,From Goal Kick,Ryan Gravenberch,23230.0,Left Defensive Midfield,160,Netherlands,941,['78ce4e1e-86a4-4cfa-9ca3-77cd08882bc9'],42,,,,,,,,,,,,,,Netherlands,00:41:42.683,Pass,,39.7,23.4,39.7,33.9,,,
,,,,,,,,,,,,,,,,,,1.774939,,,,,,,,,,,,143be105-829d-4b45-886f-61d288fa7329,3562,,"[49.8, 58.4]",3788770,86,,,,-2.2116401,,Left Foot,,,,"[36.3, 40.3]",,Ground Pass,,22.58008,,,,,Matthijs de Ligt,,,,,,,2,From Goal Kick,Daley Blind,3311.0,Left Center Back,160,Netherlands,941,['e9244a9a-cf86-4a11-89df-eab7462bcc47'],48,,,,,,,,,,,,,,Netherlands,00:41:48.167,Pass,,49.8,58.4,36.3,40.3,,,
,,,,,,,,,,,,,,,,,,1.010941,,,,,,,,,,,,69114654-3c32-4606-a742-30c3e838b924,3565,,"[36.3, 40.3]",3788770,86,,,,1.5907936,,Right Foot,,,,"[36.0, 55.3]",,Ground Pass,,15.002999,,,,,Daley Blind,,,,,,,2,From Goal Kick,Matthijs de Ligt,8069.0,Center Back,160,Netherlands,941,['a38ce678-8369-45c9-bb79-358b3ab8efdc'],51,,,,,,,,,,,,,,Netherlands,00:41:51.937,Pass,,36.3,40.3,36.0,55.3,,,
,,,,,,,,,,,,,,,,,,1.253028,,,,,,,,,,,,8c12fbfc-a591-49a5-9161-5b7a5ce21147,3568,,"[35.4, 55.3]",3788770,86,,,,-0.08914855,,Left Foot,,,,"[53.3, 53.7]",,Ground Pass,,17.971367,,,,,Steven Berghuis,,,,,,,2,From Goal Kick,Daley Blind,3311.0,Left Center Back,160,Netherlands,941,['26e4151e-504b-456e-8e02-1fd662e20a82'],54,,,,,,,,,,,,,,Netherlands,00:41:54.200,Pass,,35.4,55.3,53.3,53.7,,,
,,,,,,,,,,,,,,,,,,0.888726,,,,,,,,,,,,61067989-cbd9-4273-813a-ad3cfea82d55,3572,,"[51.3, 59.6]",3788770,86,,,,1.8127943,,Left Foot,,,,"[47.4, 75.4]",,Ground Pass,,16.274212,,,,,Jurriën David Norman Timber,,,,,,,2,From Goal Kick,Steven Berghuis,7745.0,Right Wing Back,160,Netherlands,941,"['2b59f22b-7267-49b7-9acb-5efbc2e28dab', '37dff293-21d1-4023-918a-2ff5ab4ff771']",56,,,,,,,,,,,,,,Netherlands,00:41:56.766,Pass,True,51.3,59.6,47.4,75.4,,,
,,,,,,,,,,,,,,,,,,1.223159,,,,,,,,,,,,3ac6db33-1de7-401c-8413-50e6766c248e,3575,,"[44.9, 68.3]",3788770,86,,,,-0.17901528,,Left Foot,,,,"[55.4, 66.4]",,Ground Pass,,10.67052,,,,,Wout Weghorst,,,,,,,2,From Goal Kick,Jurriën David Norman Timber,21809.0,Right Center Back,160,Netherlands,941,['cd3c218b-ce1e-4cd5-9228-c65e531f6dae'],59,,,,,,,,,,,,,,Netherlands,00:41:59.952,Pass,,44.9,68.3,55.4,66.4,,,
,,,,,,,,,,,,,,,,,,0.728826,,,,,,,,,,,,44e6fb69-eaab-4986-b4ab-7253247a73fb,3578,,"[56.0, 67.0]",3788770,87,,,,-1.8925469,,Right Foot,,,,"[54.5, 62.5]",,Ground Pass,,4.7434163,,,,,Jurriën David Norman Timber,,,,,,,2,From Goal Kick,Wout Weghorst,7829.0,Right Center Forward,160,Netherlands,941,"['19bfc301-2215-44ca-a135-b05291450ab8', 'b447d261-8061-480d-8366-aca4e7bb6f15']",1,,,,,,,,,,,,,,Netherlands,00:42:01.175,Pass,True,56.0,67.0,54.5,62.5,,,
,,,,,,,,,,,,,,,,,,2.64953,,,,,,,,,,,,bd542c3c-2c53-425e-bfe5-e5589923c2df,3589,,"[53.6, 41.0]",3788770,87,,,,0.57309854,,Right Foot,,,,"[88.0, 63.2]",,Low Pass,,40.94142,,,,,Darko Churlinov,,,,,,,2,From Goal Kick,Ferhan Hasani,41836.0,Left Wing,160,Netherlands,941,['ab762b15-bf61-41d5-8fd7-6ab4b5d23575'],7,,,,,,,,,,,,,,North Macedonia,00:42:07.401,Pass,,53.6,41.0,88.0,63.2,,,
,,,,,,,,,,,,,,,,,,1.207003,,,,,,,,,,,,c8abf19d-ff38-4711-b8c1-a16142600d20,3603,,"[31.1, 39.9]",3788770,87,,,,0.6870045,,Left Foot,,,,"[43.9, 50.4]",,Ground Pass,,16.555664,,,,,Jurriën David Norman Timber,,,,,,,2,From Goal Kick,Daley Blind,3311.0,Left Center Back,160,Netherlands,941,['b324eae9-d016-4e74-9287-fc03d88cb3b3'],17,,,,,,,,,,,,,,Netherlands,00:42:17.461,Pass,,31.1,39.9,43.9,50.4,,,
,,,,,,,,,,,,,,,,,,1.728448,,,,,,,,,,,,cb73e489-8e00-48d9-879a-f3a3e0dd1566,3606,,"[47.6, 54.1]",3788770,87,,,,0.51028043,,Right Foot,,,,"[76.9, 70.5]",,Low Pass,,33.577522,,,,,Steven Berghuis,,,,,,,2,From Goal Kick,Jurriën David Norman Timber,21809.0,Right Center Back,160,Netherlands,941,['a9bdfed4-6903-4b41-a0c9-b3c1b38259b7'],20,,,,,,,,,,,,,,Netherlands,00:42:20.136,Pass,,47.6,54.1,76.9,70.5,,,
,,,,,,,,,,,,,,,,,,0.606759,,,,,,,,,,,,35c29d18-b156-4ef0-8106-ebbf415f3085,3610,,"[91.3, 61.7]",3788770,87,,,,-0.97779375,,Left Foot,,,,"[100.6, 47.9]",,Ground Pass,,16.641214,,,,,Cody Mathès Gakpo,,,,,,,2,From Goal Kick,Steven Berghuis,7745.0,Right Wing Back,160,Netherlands,941,['cb1873b8-b264-40b0-a7dd-2c64b95863f0'],26,,,,,,,,,,,,,,Netherlands,00:42:26.197,Pass,,91.3,61.7,100.6,47.9,,,
,,,,,,,,,,,,,,,,,,0.201757,,,,,,,,,,,,ed6fa4d9-4480-4fae-99ed-b5e2c27dac78,3613,,"[116.2, 55.9]",3788770,87,,,,-1.7868813,,Right Foot,True,,,"[114.4, 47.7]",,Ground Pass,,8.395237,,,Incomplete,,Steven Berghuis,,,,,,,2,From Goal Kick,Cody Mathès Gakpo,20750.0,Right Defensive Midfield,160,Netherlands,941,"['926ff75a-6de3-46e1-8285-7433021bad66', 'd4129ab1-39e4-47c8-86a4-9798f21efe2a']",28,,,,,,,,,,,,,,Netherlands,00:42:28.851,Pass,,116.2,55.9,114.4,47.7,,,
,,,,,,,,,,,,,,,,,,0.832697,,,,,,,,,,,,08c78cc4-6098-4993-8f38-567370fad2fc,3616,,"[96.9, 7.2]",3788770,87,,,,2.428532,,Right Foot,,,,"[89.5, 13.6]",,Ground Pass,,9.78366,,,,,Patrick van Aanholt,,,,,,Recovery,2,From Goal Kick,Quincy Anton Promes,13360.0,Left Center Forward,160,Netherlands,941,['3f31b3af-51d8-4ec2-a11b-3a26688274e6'],33,,,,,,,,,,,,,,Netherlands,00:42:33.356,Pass,,96.9,7.2,89.5,13.6,,,
,,,,,,,,,,,,,,,,,,0.897989,,,,,,,,,,,,4a05c2f0-6c1c-400d-928d-57c30c4dd6a4,3619,,"[91.1, 11.1]",3788770,87,,,,-0.4524749,,Right Foot,,,,"[105.5, 4.1]",,Ground Pass,,16.011246,,,,,Quincy Anton Promes,,,,,,,2,From Goal Kick,Patrick van Aanholt,3321.0,Left Wing Back,160,Netherlands,941,['153433a7-ead3-49dd-8962-2cebcaff53b2'],35,,,,,,,,,,,,,,Netherlands,00:42:35.820,Pass,,91.1,11.1,105.5,4.1,,,
,,,,,,,,,,,,,,,,,,1.076757,,,,,,,,,,,,d28ff903-2c24-451d-aee0-24addbfd3a14,3623,,"[107.2, 12.1]",3788770,87,,,,2.6381934,,Right Foot,,,,"[93.4, 19.7]",,Ground Pass,,15.754364,,,,,Georginio Wijnaldum,,,,,,,2,From Goal Kick,Quincy Anton Promes,13360.0,Left Center Forward,160,Netherlands,941,"['5793593e-732e-4380-8437-3e9f60104b1c', '9c361d22-c244-4692-9877-2c86b7917a89']",41,,,,,,,,,,,,,,Netherlands,00:42:41.691,Pass,True,107.2,12.1,93.4,19.7,,,
,,,,,,,,,,,,,,,,,,0.97019,,,,,,,,,,,,e8da9923-6c70-4a92-8828-07855bdaefb5,3626,,"[93.4, 20.0]",3788770,87,,,,2.8694468,,Right Foot,,,,"[84.8, 22.4]",,Ground Pass,,8.928606,,,,,Ryan Gravenberch,,,,,,,2,From Goal Kick,Georginio Wijnaldum,3567.0,Center Attacking Midfield,160,Netherlands,941,['8528f0d3-2ffa-4181-99e4-a81fdb3f8750'],43,,,,,,,,,,,,,,Netherlands,00:42:43.163,Pass,,93.4,20.0,84.8,22.4,,,
,,,,,,,,,,,,,,,,,,0.897208,,,,,,,,,,,,2e47a98f-6ffa-4d96-a635-3f01ba9ef2e9,3630,,"[84.6, 23.4]",3788770,87,,,,1.742694,7b739ced-7880-4321-8527-ff6ce2c1b4a4,Right Foot,,,,"[82.1, 37.8]",,Ground Pass,,14.615403,,,,,Matthijs de Ligt,True,,,,,,2,From Goal Kick,Ryan Gravenberch,23230.0,Left Defensive Midfield,160,Netherlands,941,['f42f8e52-75e1-4d53-99e8-941b1060e4ec'],46,,,,,,,,,,,,,,Netherlands,00:42:46.625,Pass,,84.6,23.4,82.1,37.8,,,
,,,,,,,,,,,,,,,,,,1.517098,,,,,,,,,,,,e04c0490-a728-4090-bdd9-769ce2e3c622,3635,,"[120.0, 0.1]",3788770,88,,,,1.8390999,,Right Foot,,,,"[109.8, 37.2]",,High Pass,,38.476616,,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Steven Berghuis,7745.0,Right Wing Back,161,Netherlands,941,['684910a5-570f-4b34-9f24-cc18e3936340'],20,,,,,,,,,,,,,,Netherlands,00:43:20.528,Pass,,120.0,0.1,109.8,37.2,,,
,,,,,,,,,,,,,,,,,,2.22076,,,,,,,,,,,,7f7832b2-a905-45b4-bacf-1960d523da5a,3638,,"[53.3, 38.5]",3788770,88,,,,-1.1491408,,Left Foot,,,,"[64.2, 14.2]",,High Pass,,26.632687,,,,,Patrick van Aanholt,,,,,,Recovery,2,From Corner,Daley Blind,3311.0,Left Center Back,161,Netherlands,941,['977107df-8cf9-4a28-8ec4-ad1847420a2a'],28,,,,,,,,,,,,,,Netherlands,00:43:28.700,Pass,,53.3,38.5,64.2,14.2,,,
,,,,,,,,,,,,,,,,,,1.07466,,,,,,,,,,,,9f31b6d4-bbcd-4aff-95c0-70446dabea9d,3641,,"[59.9, 17.5]",3788770,88,,,,-3.009621,,Left Foot,,,,"[48.6, 16.0]",,Low Pass,,11.399123,,,,,Daley Blind,,,,,,,2,From Corner,Patrick van Aanholt,3321.0,Left Wing Back,161,Netherlands,941,['af480c34-99d4-49e9-b957-adbbf11a1b69'],33,,,,,,,,,,,,,,Netherlands,00:43:33.144,Pass,,59.9,17.5,48.6,16.0,,,
,,,,,,,,,,,,,,,,,,0.219658,,,,,,,,,,,,3a115866-2f30-41e4-b5a4-b2ae1be00c13,3644,,"[53.5, 10.9]",3788770,88,,,,-0.2392316,,Left Foot,,,,"[57.6, 9.9]",,Ground Pass,,4.2201896,,,Incomplete,,Quincy Anton Promes,,,,,,,2,From Corner,Daley Blind,3311.0,Left Center Back,161,Netherlands,941,"['4f93b9b9-8580-4249-b604-04f57ca1eaa4', '7e5674f3-3884-48cd-be1c-94d40bd5e63c']",36,,,,,,,,,,,,,,Netherlands,00:43:36.842,Pass,,53.5,10.9,57.6,9.9,,,
,,,,,,,,,,,,,,,,,,5.058855,,,,,,,,,,,,178949b2-6961-4fee-aff9-e8e027712a90,3647,,"[53.0, 73.7]",3788770,88,,,,-0.20179805,,Right Foot,,,,"[114.1, 61.2]",,High Pass,,62.365536,True,,Incomplete,,Vlatko Stojanovski,,,,,,Recovery,2,From Corner,Tihomir Kostadinov,44229.0,Right Defensive Midfield,161,Netherlands,941,"['0a6872f3-cd94-4227-9d7c-6bab32cfc5e3', '5dfc133f-097f-4b29-9fcb-ef8adc69ece6']",38,,,,,,,,,,,,,,North Macedonia,00:43:38.363,Pass,,53.0,73.7,114.1,61.2,,,
,,,,,,,,,,,,,,,,,,2.384368,,,,,,,,,,,,963356e2-c230-46f3-883d-972d017e5702,3651,,"[9.9, 25.3]",3788770,88,,,,0.6352216,,Right Foot,,,,"[27.4, 38.2]",,Ground Pass,,21.740746,,,,,Matthijs de Ligt,,,,,,,2,From Corner,Maarten Stekelenburg,20201.0,Goalkeeper,161,Netherlands,941,['b876e9cc-80ae-4dd9-ae4c-f18079ecf2df'],47,,,,,,,,,,,,,,Netherlands,00:43:47.146,Pass,,9.9,25.3,27.4,38.2,,,
,,,,,,,,,,,,,,,,,,2.710359,,,,,,,,,,,,7f736f9d-f0f0-4716-a1e5-3541ec12dde3,3654,,"[42.8, 29.6]",3788770,88,,,,-1.6551031,,Right Foot,,,,"[41.6, 15.4]",,Ground Pass,,14.250614,,,,,Daley Blind,,,,,,,2,From Corner,Matthijs de Ligt,8069.0,Center Back,161,Netherlands,941,['c80924a0-3deb-4eda-9d2d-9790217993dc'],58,,,,,,,,,,,,,,Netherlands,00:43:58.668,Pass,,42.8,29.6,41.6,15.4,,,
,,,,,,,,,,,,,,,,,,3.58637,,,,,,,,,,,,ec35b65b-8651-4a3d-8c83-b260d1d8585b,3657,,"[40.0, 5.8]",3788770,89,,,,2.1157458,,Left Foot,,,,"[24.3, 31.7]",,High Pass,,30.28696,,,,,Matthijs de Ligt,,,,,,,2,From Corner,Daley Blind,3311.0,Left Center Back,161,Netherlands,941,['fa3bd396-62f5-4976-8291-c7ebd8608b2f'],4,,,,,,,,,,,,,,Netherlands,00:44:04.020,Pass,,40.0,5.8,24.3,31.7,,,
,,,,,,,,,,,,,,,,,,1.525026,,,,,,,,,,,,37f5158b-0346-45b4-8437-0e4526a312a1,3660,,"[21.4, 40.7]",3788770,89,,,,-0.50323087,,Right Foot,,,,"[41.2, 29.8]",,Ground Pass,,22.601992,,,Incomplete,,Ryan Gravenberch,,,,,,,2,From Corner,Matthijs de Ligt,8069.0,Center Back,161,Netherlands,941,"['0f1f2f71-3340-4c60-8adf-9372904c1f84', '3cfd756f-6dc3-40ef-91c5-cbc86e1e401a']",11,,,,,,,,,,,,,,Netherlands,00:44:11.366,Pass,,21.4,40.7,41.2,29.8,,,
,,,,,,,,,,,,,,,,,,1.275284,,,,,,,,,,,,58833272-f75f-4873-9f3b-2a19b71c697f,3664,,"[77.3, 58.9]",3788770,89,,,,2.6655233,,Left Foot,,,,"[70.9, 62.2]",,Ground Pass,,7.2006946,,,,,Darko Churlinov,,,,,,Recovery,2,Regular Play,Vlatko Stojanovski,30262.0,Center Forward,162,North Macedonia,2358,"['3d524ddd-4592-428f-a188-5d5680027b37', 'c3fef61f-aec5-45fd-92e9-2ee94643cc2f']",14,,,,,,,,,,,,,,North Macedonia,00:44:14.555,Pass,True,77.3,58.9,70.9,62.2,,,
,,,,,,,,,,,,,,,,,,0.986566,,,,,,,,,,,,d2c9519c-ff74-4fa7-a970-b561605ef977,3667,,"[70.9, 62.0]",3788770,89,,,,-2.4642062,,Right Foot,,,,"[57.1, 50.9]",,Ground Pass,,17.710167,,,,,Darko Velkovski,,,,,,,2,Regular Play,Darko Churlinov,30322.0,Right Wing,162,North Macedonia,2358,['6a77561b-3cf4-478a-8fde-c1081e0efee2'],16,,,,,,,,,,,,,,North Macedonia,00:44:16.588,Pass,,70.9,62.0,57.1,50.9,,,
,,,,,,,,,,,,,,,,,,1.805973,,,,,,,,,,,,469cc34c-ff68-4b04-a727-abe907583e39,3671,,"[54.0, 53.6]",3788770,89,,,,-0.83223885,,Right Foot,,,,"[66.2, 40.2]",,Low Pass,,18.12181,,,Incomplete,,Boban Nikolov,,,,,,,2,Regular Play,Darko Velkovski,30644.0,Right Center Back,162,North Macedonia,2358,"['420026ae-d81f-458e-94b0-a8886f8e4b25', 'a7753bec-4019-4fad-ba27-6b9e70ac35a1', 'c356123f-8d88-4cfe-8f98-c51b7af2164f']",17,,,,,,,,,,,,,,North Macedonia,00:44:17.615,Pass,True,54.0,53.6,66.2,40.2,,,
,,,,,,,,,,,,True,,,,,,1.522304,,,,,,,,,,,,a7753bec-4019-4fad-ba27-6b9e70ac35a1,3673,,"[53.9, 39.9]",3788770,89,,,,-0.9557733,,Left Foot,,,,"[69.3, 18.1]",,Ground Pass,,26.690823,,,,,Quincy Anton Promes,,,,,,Interception,2,Regular Play,Steven Berghuis,7745.0,Right Wing Back,163,Netherlands,941,"['0c1960ce-24cb-449a-bd98-bebb27bfb729', '469cc34c-ff68-4b04-a727-abe907583e39']",19,,,,,,,,,,,,,,Netherlands,00:44:19.421,Pass,,53.9,39.9,69.3,18.1,,,
,,,,,,,,,,,,,,,,,,4.842526,,,,,,,,,,,,6cb5e336-fe17-42e4-b0fb-ae63b120e075,3676,,"[112.3, 20.6]",3788770,89,,,,1.7702368,,Left Foot,True,,,"[102.8, 67.6]",,High Pass,,47.950497,,,,,Steven Berghuis,,,True,,,,2,Regular Play,Quincy Anton Promes,13360.0,Left Center Forward,163,Netherlands,941,['b986fc8c-9848-4c45-a8d7-27c752ba0b4e'],25,,,,,,,,,,,,,,Netherlands,00:44:25.697,Pass,,112.3,20.6,102.8,67.6,,,
,,,,,,,,,,,,,,,,,,0.279531,,,,,,,,,,,,4c035390-b283-491a-91ab-070907bde52c,3678,,"[102.8, 68.0]",3788770,89,,,,-2.6986675,,Left Foot,,,,"[95.0, 64.3]",,Ground Pass,,8.633076,,,Incomplete,,Ryan Gravenberch,,,,,,,2,Regular Play,Steven Berghuis,7745.0,Right Wing Back,163,Netherlands,941,"['49f7a97e-1192-4760-afb0-0f5309f7d9bd', '7fad4f64-6ec0-4f47-8080-ba178de58165']",30,,,,,,,,,,,,,,Netherlands,00:44:30.540,Pass,,102.8,68.0,95.0,64.3,,,
,,,,,,,,,,,,,,,,,,1.44445,,,,,,,,,,,,dc0e4d64-7e2a-41d6-9ca5-b276de193961,3681,,"[99.6, 80.0]",3788770,89,True,,,-2.1101797,,,,,,"[91.1, 65.8]",,Low Pass,,16.549622,,,,,Jurriën David Norman Timber,,,,,,Throw-in,2,From Throw In,Steven Berghuis,7745.0,Right Wing Back,164,Netherlands,941,['8d6fc3c8-9e99-4043-8d49-16a7aee1ac7e'],40,,,,,,,,,,,,,,Netherlands,00:44:40.879,Pass,,99.6,80.0,91.1,65.8,,,
,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,8eb327d9-8c9c-4ece-8ffb-aa05ef45b7ad,3683,,"[90.5, 65.4]",3788770,89,,,,-3.1324186,,Right Foot,,,,"[68.7, 65.2]",,Ground Pass,,21.800917,,,,,Matthijs de Ligt,,,,,,,2,From Throw In,Jurriën David Norman Timber,21809.0,Right Center Back,164,Netherlands,941,['08378e6d-49a8-4be3-a4fa-372819efb93f'],43,,,,,,,,,,,,,,Netherlands,00:44:43.750,Pass,,90.5,65.4,68.7,65.2,,,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,24c4bc73-ec05-408a-bece-8b02f07de120,3686,,"[67.3, 64.8]",3788770,89,,,,-1.9054139,,Right Foot,,,,"[56.0, 32.3]",,Ground Pass,,34.40843,,,,,Daley Blind,,,,,,,2,From Throw In,Matthijs de Ligt,8069.0,Center Back,164,Netherlands,941,['41e45fd9-ec36-485c-ae30-afe10890d1c0'],47,,,,,,,,,,,,,,Netherlands,00:44:47.149,Pass,,67.3,64.8,56.0,32.3,,,
,,,,,,,,,,,,,,,,,,3.381538,,,,,,,,,,,,5ee3e026-7de3-4949-9248-4b4e94be7a37,3689,,"[56.0, 16.3]",3788770,89,,,,0.15037143,,Left Foot,,,,"[108.8, 24.3]",,High Pass,,53.402622,,,,,Quincy Anton Promes,,,,Through Ball,True,,2,From Throw In,Daley Blind,3311.0,Left Center Back,164,Netherlands,941,['90165e48-2e1c-4f72-a21b-31ce8c03f250'],51,,,,,,,,,,,,,,Netherlands,00:44:51.396,Pass,,56.0,16.3,108.8,24.3,,,
,,,,,,,,,,,,,,,,,,0.967053,,,,,,,,,,,,acafc4e0-2f19-4c2e-a8b3-6b0d633ac801,3692,,"[110.9, 24.9]",3788770,89,,,,1.485291,,Right Foot,,,,"[111.5, 31.9]",,Low Pass,,7.025667,,,Incomplete,,Wout Weghorst,,,,,,,2,From Throw In,Quincy Anton Promes,13360.0,Left Center Forward,164,Netherlands,941,"['62b3de5c-1b24-4409-a5fa-ef574888e098', 'bb46abfd-f39b-4499-8e93-0db5870a31c2', 'dcde55b2-1121-41a8-9764-98a1c6645039']",54,,,,,,,,,,,,,,Netherlands,00:44:54.777,Pass,True,110.9,24.9,111.5,31.9,,,
,,,,,,,,,,,,,,,,,,4.915525,,,,,,,,,,,,7aa6ccef-488e-41d8-8b68-77174612a241,3696,,"[14.6, 39.8]",3788770,89,,,,-0.38230574,236eec30-5a61-4b37-9e90-77a7829fbadb,Drop Kick,,,,"[91.2, 9.0]",,Low Pass,,82.56028,,,,,Eljif Elmas,True,,,,,,2,From Counter,Stole Dimitrievski,21397.0,Goalkeeper,165,North Macedonia,2358,['3cc389b7-9083-4cd5-ac7b-1280ee78f1ee'],57,,,,,,,,,,,,,,North Macedonia,00:44:57.789,Pass,,14.6,39.8,91.2,9.0,,,
,,,,,,,,,,,,,,,,,,1.554242,,,,,,,,,,,,0f93d16e-8eba-4529-88d2-db4081576ced,3703,,"[120.0, 0.1]",3788770,90,,,,2.5753653,,Right Foot,,,,"[107.1, 8.3]",,Ground Pass,,15.285614,,,,,Ezgjan Alioski,,,,,,Corner,2,From Corner,Eljif Elmas,16535.0,Center Attacking Midfield,166,North Macedonia,2358,['3aa61eb2-6715-4cdb-9abc-e4d19861c859'],27,,,,,,,,,,,,,,North Macedonia,00:45:27.372,Pass,,120.0,0.1,107.1,8.3,,,
,,,,,,,,,,,,,,,,,,0.596073,,,,,,,,,,,,457ec51a-c45b-42a6-9d27-7c8ca53730dc,3714,,"[114.1, 17.6]",3788770,91,,,,1.4698745,,Right Foot,True,,,"[115.7, 33.4]",,Low Pass,,15.880806,,,Incomplete,,Darko Velkovski,,,,,,Free Kick,2,From Free Kick,Ferhan Hasani,41836.0,Left Wing,167,North Macedonia,2358,"['045803c3-c92e-465f-9c7b-57669df420f0', '735bafe1-0872-46dc-b026-07268ce691ec']",22,,,,,,,,,,,,,,North Macedonia,00:46:22.732,Pass,,114.1,17.6,115.7,33.4,,,
,,,,,,,,,,,,,,,,,,5.382849,,,,,,,,,,,,2c88b4d6-15af-416b-a4b1-28be46490a76,3719,,"[13.4, 45.0]",3788770,91,,,,-0.5564865,,Right Foot,,,,"[56.0, 18.5]",,High Pass,,50.16981,,,Incomplete,,Georginio Wijnaldum,,,,,,,2,From Free Kick,Cody Mathès Gakpo,20750.0,Right Defensive Midfield,167,North Macedonia,2358,"['7a959ae8-dffc-461a-8c9d-93076de02a87', 'a7da4568-d9d4-4229-8043-48a8b415796e']",24,,,,,,,,,,,,,,Netherlands,00:46:24.895,Pass,,13.4,45.0,56.0,18.5,,,
