ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,"[39.3, 22.7]",,,,,,,,,,,0.592915,,,,,,,,,,,,219f7c82-4c68-4e27-a61d-11d2316af3fb,1231,,,"[36.1, 23.5]",3788776,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robin Quaison,8552.0,Right Center Forward,78,Poland,789,"['a7e6e8d6-8eb6-4104-aa3b-e9d9bcfd4982', 'bcb9dbbe-491d-4594-abda-0e43f9fdc987', 'f649b86e-5a2f-42d3-ac09-526e9d7f2033']",55,,,,,,,,,,,,,,Sweden,00:41:55.647,Carry,True,36.1,23.5,,,,,
,,,"[90.8, 76.8]",,,,,,,,,,,2.275888,,,,,,,,,,,,632fdf97-2109-4298-a0b9-e2281b3ab629,1237,,,"[84.5, 76.8]",3788776,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamil Jóźwiak,4673.0,Right Wing Back,78,Poland,789,"['26165d7a-67d9-4d8e-9ba2-03b2d7ff4f17', '9ccbeafd-d9f5-4c3f-96f9-f8f4cd979bb3']",0,,,,,,,,,,,,,,Poland,00:42:00.188,Carry,,84.5,76.8,,,,,
,,,"[115.3, 60.2]",,,,,,,,,,,1.216893,,,,,,,,,,,,c0e5be58-8b38-40cb-9b42-394dea2f5bff,1242,,,"[114.0, 59.6]",3788776,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mateusz Andrzej Klich,9622.0,Left Defensive Midfield,79,Poland,789,"['51cae454-bdb2-4b75-9e1b-6b770b516715', 'b02caff2-417a-4917-a9a1-a994b7611644', 'fa0e27f8-1b95-4e00-8153-1a71ffea6066']",15,,,,,,,,,,,,,,Poland,00:42:15.484,Carry,True,114.0,59.6,,,,,
,,,"[15.1, 41.4]",,,,,,,,,,,17.30685,,,,,,,,,,,,0b3d3b60-167e-4f4b-bd46-6e890bd65db0,1247,,,"[3.4, 38.8]",3788776,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Robin Olsen,5622.0,Goalkeeper,80,Sweden,790,"['67ff6702-94a8-4c11-8eab-e0cd7cd5dd8f', 'b41e880d-7896-4261-b338-42b8128d25ca']",18,,,,,,,,,,,,,,Sweden,00:42:18.424,Carry,,3.4,38.8,,,,,
,,,"[55.1, 70.1]",,,,,,,,,,,1.538244,,,,,,,,,,,,d3a785d6-5857-4432-a725-4e8424df0c0b,1257,,,"[55.3, 70.6]",3788776,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,81,Poland,789,"['2b132d9d-04d2-4f95-bed9-07174ff74cb7', '7c532de7-e75c-4968-ba2d-debdc1e7e14a', '97496885-7d4e-4666-8b6a-9a71f7ac49b5']",58,,,,,,,,,,,,,,Poland,00:42:58.916,Carry,True,55.3,70.6,,,,,
,,,"[49.2, 64.5]",,,,,,,,,,,0.354589,,,,,,,,,,,,80e56168-592c-4230-89a3-4a106ddd58ba,1261,,,"[48.6, 64.5]",3788776,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bartosz Bereszyński,5673.0,Right Center Back,81,Poland,789,"['208bddb9-f470-41d0-8329-925053986c47', '4b43ca4e-98bf-4d3d-9578-c008c297a605']",1,,,,,,,,,,,,,,Poland,00:43:01.781,Carry,,48.6,64.5,,,,,
,,,"[57.8, 71.8]",,,,,,,,,,,1.509164,,,,,,,,,,,,0ba61c41-96f1-4b25-97ff-b52eabe69c81,1264,,,"[54.7, 72.3]",3788776,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,81,Poland,789,"['b1ac43c0-d0f5-4875-8d83-99e1243fce48', 'c05bc4aa-215e-444d-a461-574b7b713950']",2,,,,,,,,,,,,,,Poland,00:43:02.872,Carry,,54.7,72.3,,,,,
,,,"[80.9, 62.1]",,,,,,,,,,,2.572944,,,,,,,,,,,,d8692973-1739-4c0d-bcc8-aca3daea1f52,1267,,,"[67.8, 60.7]",3788776,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Piotr Zieliński,5660.0,Center Attacking Midfield,81,Poland,789,"['75da2e47-30b8-4bce-9476-f577abf3715e', 'd01d6d39-8974-426f-800b-9af7955943d1']",5,,,,,,,,,,,,,,Poland,00:43:05.227,Carry,,67.8,60.7,,,,,
,,,"[106.7, 69.9]",,,,,,,,,,,3.287872,,,,,,,,,,,,2146da0d-3c14-4186-b789-1965a91fb9b4,1270,,,"[93.1, 75.9]",3788776,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kamil Jóźwiak,4673.0,Right Wing Back,81,Poland,789,"['92ac462f-7b09-44a7-bbef-73d6bd1e06b1', 'a4055974-cde2-4a2b-b167-249a8fccd904', 'cdf9ab17-d254-47cb-81c5-e86fff818a02']",9,,,,,,,,,,,,,,Poland,00:43:09.295,Carry,True,93.1,75.9,,,,,
,,,"[54.0, 26.3]",,,,,,,,,,,0.005449,,,,,,,,,,,,a104ac25-14d4-4251-8ae5-ebb618a8b51f,1280,,,"[52.5, 27.3]",3788776,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,83,Poland,789,"['63f265ae-4a27-4cf1-bc58-eb7f134da5cd', 'b9d8a83a-138b-4c9d-926c-b8431518d2fd']",50,,,,,,,,,,,,,,Poland,00:43:50.233,Carry,,52.5,27.3,,,,,
,,,"[83.6, 25.9]",,,,,,,,,,,2.41109,,,,,,,,,,,,c2e734ee-34ca-4cfb-a031-51a95ba87a3d,1283,,,"[63.9, 21.3]",3788776,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Piotr Zieliński,5660.0,Center Attacking Midfield,83,Poland,789,"['bb0eb254-0349-444c-9043-0843a27ac0eb', 'c64b9217-374c-44be-a817-8d59c4d45bcc']",51,,,,,,,,,,,,,,Poland,00:43:51.068,Carry,,63.9,21.3,,,,,
,,,"[97.6, 14.1]",,,,,,,,,,,2.053158,,,,,,,,,,,,2d343617-8c3b-48f2-91fd-260eb1076b30,1286,,,"[96.9, 8.5]",3788776,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mateusz Andrzej Klich,9622.0,Left Defensive Midfield,83,Poland,789,"['160ae12f-b1e0-418c-ab8f-f3828d1efeeb', 'ed24589c-02f4-4851-891e-a8b981e4ef99']",55,,,,,,,,,,,,,,Poland,00:43:55.497,Carry,,96.9,8.5,,,,,
,,,"[78.7, 69.1]",,,,,,,,,,,2.406012,,,,,,,,,,,,b3469f0b-d6b9-4abf-8ced-82f4a8571522,1291,,,"[82.2, 73.5]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bartosz Bereszyński,5673.0,Right Center Back,83,Poland,789,"['3632eb76-7587-43b0-ba70-395c3d65195a', '441c6bca-0e32-4134-931d-0a3a9e7836db']",3,,,,,,,,,,,,,,Poland,00:44:03.419,Carry,,82.2,73.5,,,,,
,,,"[77.5, 53.4]",,,,,,,,,,,1.492272,,,,,,,,,,,,08f038fd-8fb7-4b4e-82fc-7dd4316872df,1294,,,"[77.5, 53.4]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mateusz Andrzej Klich,9622.0,Left Defensive Midfield,83,Poland,789,"['067d1972-e1df-4e40-86b3-6cf0c902afb2', '7a00de50-cb57-473c-b853-a5d98ef71e71']",6,,,,,,,,,,,,,,Poland,00:44:06.801,Carry,,77.5,53.4,,,,,
,,,"[69.0, 60.1]",,,,,,,,,,,1.10039,,,,,,,,,,,,0fd263f8-f8bc-4c01-986d-23a6ba74b05b,1297,,,"[68.1, 60.6]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bartosz Bereszyński,5673.0,Right Center Back,83,Poland,789,"['6d2bf750-735d-43db-96ec-bf3a82fbea9f', 'e33b19e6-4446-4df4-aa04-eed1ceccf28e']",9,,,,,,,,,,,,,,Poland,00:44:09.300,Carry,,68.1,60.6,,,,,
,,,"[77.6, 77.7]",,,,,,,,,,,0.721834,,,,,,,,,,,,e0717486-e0e7-45f3-8a38-003ee4dac3d1,1300,,,"[78.1, 78.4]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Jóźwiak,4673.0,Right Wing Back,83,Poland,789,"['13ddfaaf-cf05-4cfe-8719-cf748602fd26', '283bcdd3-183f-432a-8f48-dacc6281466a', '3efb980b-66c0-4a3d-96ba-0552a96e2385']",12,,,,,,,,,,,,,,Poland,00:44:12.771,Carry,True,78.1,78.4,,,,,
,,,"[66.2, 73.7]",,,,,,,,,,,1.09502,,,,,,,,,,,,2ef0968b-e7bd-4f73-a993-d8ea86ff2acc,1304,,,"[69.5, 75.1]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,83,Poland,789,"['61fbcb6d-68a5-4118-8ae6-d247dd6d1a78', 'baab0117-aab9-4d4b-9209-a190b054ec8c']",14,,,,,,,,,,,,,,Poland,00:44:14.719,Carry,,69.5,75.1,,,,,
,,,"[52.2, 46.8]",,,,,,,,,,,0.232533,,,,,,,,,,,,24d63760-32e2-4094-8ef3-ce0a8568d09b,1307,,,"[49.8, 50.1]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Glik,3034.0,Center Back,83,Poland,789,"['3b94ec61-1cba-45a5-953d-a19879561da2', 'c575186d-e6a8-403d-9351-43b9abfb0675']",17,,,,,,,,,,,,,,Poland,00:44:17.995,Carry,,49.8,50.1,,,,,
,,,"[70.8, 17.0]",,,,,,,,,,,5.947868,,,,,,,,,,,,c42522b7-ac31-4e70-be56-a4e9c6337a62,1310,,,"[57.0, 24.6]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jan Bednarek,4626.0,Left Center Back,83,Poland,789,"['45eb3082-5096-41bc-9a03-4f2996f7a835', '9f54e7e5-d415-4bf3-b6a1-05ab62d43ec8', 'ec3e030f-930a-46fe-bbcd-6ab497857fc7']",19,,,,,,,,,,,,,,Poland,00:44:19.350,Carry,True,57.0,24.6,,,,,
,,,"[55.3, 34.8]",,,,,,,,,,,1.095342,,,,,,,,,,,,191224a8-6c57-43fa-8a68-904f2f313a46,1314,,,"[54.5, 29.3]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Glik,3034.0,Center Back,83,Poland,789,"['37f1bd15-5e18-4a61-b1f6-2764665bae03', 'c70a129e-f083-42a9-ad6a-ac1087d8cfd6']",26,,,,,,,,,,,,,,Poland,00:44:26.949,Carry,,54.5,29.3,,,,,
,,,"[72.5, 57.0]",,,,,,,,,,,1.0706381,,,,,,,,,,,,ab95779d-27e6-42af-9a54-b5032067d338,1318,,,"[74.8, 54.0]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,83,Poland,789,"['0bb5ee9d-ad5e-46e1-b480-b1c32b9a7797', '28e287d0-96ea-4b0a-8101-48a4518f3d9b', '4bd007ba-e6b9-4e8f-a1bf-6c39510225fc', 'abe91fd2-6b95-4239-9c7a-8b1be01b6789']",29,,,,,,,,,,,,,,Poland,00:44:29.345,Carry,True,74.8,54.0,,,,,
,,,"[96.5, 73.2]",,,,,,,,,,,4.001526,,,,,,,,,,,,154928f0-ef80-41d9-b63a-5000ffd90b8c,1322,,,"[78.9, 76.5]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Jóźwiak,4673.0,Right Wing Back,83,Poland,789,"['5406e2fe-33ce-46cc-8bb3-e10b6e18e59d', '8e9232f3-6e30-4f0a-a000-7e4e03275632']",31,,,,,,,,,,,,,,Poland,00:44:31.813,Carry,,78.9,76.5,,,,,
,,,"[106.7, 59.0]",,,,,,,,,,,7.657197,,,,,,,,,,,,cb151d57-53bb-43f1-a8f6-8605de26d105,1325,,,"[108.3, 72.3]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Karol Świderski,8836.0,Right Center Forward,83,Poland,789,"['391f123b-bba1-4332-ba93-dd26865c8126', 'f44969c8-b116-4954-ac80-dc151c0205b1']",36,,,,,,,,,,,,,,Poland,00:44:36.720,Carry,,108.3,72.3,,,,,
,,,"[76.1, 51.8]",,,,,,,,,,,1.539681,,,,,,,,,,,,80a24674-e5ae-4e75-9202-6f8b98d2b0cf,1328,,,"[74.8, 50.2]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Glik,3034.0,Center Back,83,Poland,789,"['63e1c552-6086-46aa-8b2d-123259c6fe04', '997b15d5-425b-42d4-af31-c1e87accc47e']",46,,,,,,,,,,,,,,Poland,00:44:46.841,Carry,,74.8,50.2,,,,,
,,,"[105.8, 77.0]",,,,,,,,,,,1.031018,,,,,,,,,,,,a7217f64-00a2-4a16-8f22-7dc40c9fc234,1331,,,"[105.1, 77.6]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Jóźwiak,4673.0,Right Wing Back,83,Poland,789,"['5c6227e5-3f14-46d4-9091-fb0bcc783304', 'ee47ca19-8c3e-4a47-b958-b4917d60f335']",51,,,,,,,,,,,,,,Poland,00:44:51.348,Carry,,105.1,77.6,,,,,
,,,"[96.4, 72.3]",,,,,,,,,,,0.726247,,,,,,,,,,,,e41647b4-a8e5-49cb-8b45-dc29209536e2,1334,,,"[96.4, 72.3]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bartosz Bereszyński,5673.0,Right Center Back,83,Poland,789,"['a63aaca2-a02e-4d68-9ad2-4a0e537c8e9c', 'ac0ebe4a-c065-465f-b227-c3f523fde181']",53,,,,,,,,,,,,,,Poland,00:44:53.637,Carry,,96.4,72.3,,,,,
,,,"[13.7, 44.7]",,,,,,,,,,,16.115084,,,,,,,,,,,,4c34945e-18e4-4e82-962c-ff97f450447f,1337,,,"[7.5, 43.6]",3788776,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Robin Olsen,5622.0,Goalkeeper,84,Sweden,790,"['20eb3b6c-da9e-4fd3-a9a8-d02c2e197ed7', '677664f9-fab2-4da0-8eed-206addffd472']",56,,,,,,,,,,,,,,Sweden,00:44:56.811,Carry,,7.5,43.6,,,,,
,,,"[91.4, 71.6]",,,,,,,,,,,6.026712,,,,,,,,,,,,f27fcfb9-8d00-4a55-aa6e-ef6e6c830933,1346,,,"[56.1, 57.3]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Jóźwiak,4673.0,Right Wing Back,85,Poland,789,"['097e1b22-9424-41de-869d-496233a81210', '14f9c039-3c41-47db-ba7c-464b7924cb61']",20,,,,,,,,,,,,,,Poland,00:45:20.968,Carry,,56.1,57.3,,,,,
,,,"[96.6, 36.1]",,,,,,,,,,,1.153363,,,,,,,,,,,,406708ca-6554-4237-9710-bda84e6a0f0d,1354,,,"[96.5, 48.1]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Piotr Zieliński,5660.0,Center Attacking Midfield,85,Poland,789,"['850563ea-721e-4107-aa98-4db2d2e5b968', '9c995a90-f0ff-4383-a67f-d0b931d92253']",29,,,,,,,,,,,,,,Poland,00:45:29.849,Carry,,96.5,48.1,,,,,
,,,"[68.9, 69.6]",,,,,,,,,,,2.023623,,,,,,,,,,,,77bb7d06-5f99-4b17-9268-9f2abef6ccdc,1363,,,"[65.1, 60.9]",3788776,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Bartosz Bereszyński,5673.0,Right Center Back,86,Poland,789,"['94cf18dd-333f-4e9b-85b5-e6194a763e23', 'd3e51d39-9c92-4360-8be4-dbcdab4d3266']",0,,,,,,,,,,,,,,Poland,00:46:00.628,Carry,,65.1,60.9,,,,,
,,,"[42.0, 1.1]",,,,,,,,,,,2.885538,,,,,,,,,,,,94f3de91-d930-4f12-a368-abae31bfda17,1372,,,"[34.3, 5.8]",3788776,46,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ludwig Augustinsson,5621.0,Left Back,87,Sweden,790,"['352c458b-2f9f-42d8-ac7a-9fe755240a90', '7b59c65e-4dbc-40ac-8f97-82079b5001bc']",15,,,,,,,,,,,,,,Sweden,00:46:15.420,Carry,,34.3,5.8,,,,,
,,,"[85.3, 4.6]",,,,,,,,,,,8.193464,,,,,,,,,,,,fc0e3cfa-58a8-4aab-b338-b6205afea829,1378,,,"[44.4, 25.4]",3788776,46,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tymoteusz Puchacz,8737.0,Left Wing Back,87,Sweden,790,"['0873bf8f-42b7-4f57-8cd2-5afb1afb998a', 'b198a768-121a-4f8e-8e8b-34b750a33b86']",22,,,,,,,,,,,,,,Poland,00:46:22.268,Carry,,44.4,25.4,,,,,
,,,"[13.4, 49.2]",,,,,,,,,,,19.287403,,,,,,,,,,,,b3b6cf2a-31ef-47aa-abcf-008ff79557a7,1381,,,"[3.9, 43.6]",3788776,46,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Robin Olsen,5622.0,Goalkeeper,87,Sweden,790,"['b71b41c5-ad1e-417c-95e0-8ae0511bd2d9', 'bb1f7150-0f9b-4d5b-ad5d-c55bdc8a9415']",33,,,,,,,,,,,,,,Sweden,00:46:33.196,Carry,,3.9,43.6,,,,,
,,,"[13.6, 34.6]",,,,,,,,,,,0.962965,,,,,,,,,,,,d32faeb2-726a-4414-b097-e34183316ad7,1384,,,"[13.6, 34.6]",3788776,46,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wojciech Szczęsny,5669.0,Goalkeeper,88,Poland,789,"['87b59d2c-c53d-4786-8101-42080ffa2846', '8cb8b489-b1d3-410a-995e-40d63a430799']",58,,,,,,,,,,,,,,Poland,00:46:58.334,Carry,,13.6,34.6,,,,,
,,,"[41.4, 64.5]",,,,,,,,,,,2.467283,,,,,,,,,,,,cbb2a4e4-20fe-4791-85e7-aa8fed2758de,1387,,,"[27.9, 56.6]",3788776,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bartosz Bereszyński,5673.0,Right Center Back,88,Poland,789,"['7fa6e637-2ebf-47ca-8483-267e6b99d57d', 'fcc844a0-eb75-424d-a12a-87f69e1b9a25']",0,,,,,,,,,,,,,,Poland,00:47:00.920,Carry,,27.9,56.6,,,,,
,,,"[84.8, 72.6]",,,,,,,,,,,8.310703,,,,,,,,,,,,7435d7bc-a344-42dd-aa6f-168f2d5d8b54,1390,,,"[51.4, 75.1]",3788776,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Jóźwiak,4673.0,Right Wing Back,88,Poland,789,"['4284d3d3-e890-4b59-ab0e-3966124e0364', '9aebbb45-8143-4fdd-b74e-8be7e063cea3']",4,,,,,,,,,,,,,,Poland,00:47:04.789,Carry,,51.4,75.1,,,,,
,,,"[86.4, 74.6]",,,,,,,,,,,2.118163,,,,,,,,,,,,073b47af-10b2-4a55-bae9-34e26be8a3ac,1393,,,"[86.9, 77.9]",3788776,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bartosz Bereszyński,5673.0,Right Center Back,88,Poland,789,"['61ab1b8d-ae75-434b-b043-be9fabeff4e3', '97cede96-ac48-452e-a94a-d708f064d2e9']",14,,,,,,,,,,,,,,Poland,00:47:14.054,Carry,,86.9,77.9,,,,,
,,,"[84.0, 65.1]",,,,,,,,,,,1.805167,,,,,,,,,,,,60694085-ffdd-47e1-bdc8-1ea7fbf8ace5,1396,,,"[81.4, 64.0]",3788776,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,88,Poland,789,"['712d7644-e083-4f88-ac50-52fc55b38c7e', '779971fd-9b14-4f13-b950-e27afcf16cca']",17,,,,,,,,,,,,,,Poland,00:47:17.588,Carry,,81.4,64.0,,,,,
,,,"[99.0, 76.2]",,,,,,,,,,,1.166583,,,,,,,,,,,,251a9137-b98f-450e-8c03-72f639c092cd,1399,,,"[94.4, 77.1]",3788776,47,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kamil Jóźwiak,4673.0,Right Wing Back,88,Poland,789,"['1b7a93d0-b274-462e-8062-e2ae7c283dde', '2c305461-2db1-4771-a4ed-ff7120ce856f']",20,,,,,,,,,,,,,,Poland,00:47:20.719,Carry,,94.4,77.1,,,,,
,,,"[39.4, 36.5]",,,,,,,,,,,1.697752,,,,,,,,,,,,8057cccf-835c-43b9-b409-53eb69f8a8ce,1418,,,"[36.2, 37.2]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Kamil Glik,3034.0,Center Back,90,Poland,789,"['1f2cf3f6-2e8a-421c-9de7-351944e06470', 'a87b4b6a-7fb8-4085-82f9-eb564e08a9c0']",2,,,,,,,,,,,,,,Poland,00:00:02.113,Carry,,36.2,37.2,,,,,
,,,"[48.6, 6.6]",,,,,,,,,,,1.626245,,,,,,,,,,,,b097f9d6-d750-4932-8b7c-ea52e9a20b99,1426,,,"[47.5, 4.9]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jan Bednarek,4626.0,Left Center Back,91,Poland,789,"['607a7e2f-bb88-46e6-a8d2-cd2ac693b7ee', '8cd9d9fd-6eea-4e63-a140-94287ccfd1c6']",25,,,,,,,,,,,,,,Poland,00:00:25.099,Carry,,47.5,4.9,,,,,
,,,"[54.4, 59.8]",,,,,,,,,,,1.096311,,,,,,,,,,,,5c0c41af-f27b-46a7-bd80-c9da112404d2,1429,,,"[42.6, 48.3]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bartosz Bereszyński,5673.0,Right Center Back,91,Poland,789,"['903a381c-0586-42b7-a172-9670ef6b2e0a', 'f6e1873a-f36b-4efa-9c92-2897f252ae43']",29,,,,,,,,,,,,,,Poland,00:00:29.433,Carry,,42.6,48.3,,,,,
,,,"[70.0, 67.1]",,,,,,,,,,,3.11002,,,,,,,,,,,,ca4076ad-4688-4069-90e3-5846d9456dd1,1432,,,"[70.4, 71.4]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kamil Jóźwiak,4673.0,Right Wing Back,91,Poland,789,"['d7513f1b-eccf-4ff8-95a2-07e0a0d49e83', 'e1a8a106-bbc1-48bf-bff8-258d8adf591e']",32,,,,,,,,,,,,,,Poland,00:00:32.272,Carry,,70.4,71.4,,,,,
,,,"[45.4, 45.3]",,,,,,,,,,,0.823971,,,,,,,,,,,,2828426d-68d8-47ce-aa0c-d82871a0ce91,1435,,,"[45.6, 46.3]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kamil Glik,3034.0,Center Back,91,Poland,789,"['d104ff1a-21c6-4035-8302-7db2c7ac07d9', 'fe3c6d94-0780-4263-8bc8-34f7177eb5ef']",37,,,,,,,,,,,,,,Poland,00:00:37.105,Carry,,45.6,46.3,,,,,
,,,"[56.1, 11.7]",,,,,,,,,,,2.122629,,,,,,,,,,,,442aabc5-fc0f-4151-a31d-03893ee62001,1438,,,"[51.8, 17.5]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jan Bednarek,4626.0,Left Center Back,91,Poland,789,"['94f04fda-d29b-432f-bd0e-26a2d538cf7d', 'f6cdcc3b-9a2b-432d-9e7a-e80ae32a09ce']",39,,,,,,,,,,,,,,Poland,00:00:39.381,Carry,,51.8,17.5,,,,,
,,,"[48.0, 36.3]",,,,,,,,,,,2.257354,,,,,,,,,,,,61640a75-95af-4cc6-9418-76d482851a0a,1441,,,"[44.6, 37.8]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kamil Glik,3034.0,Center Back,91,Poland,789,"['060d23d4-41fd-40aa-938e-7f92e9dde9d9', 'b1872c60-0872-4a61-a66e-9b80b6f1689f']",43,,,,,,,,,,,,,,Poland,00:00:43.930,Carry,,44.6,37.8,,,,,
,,,"[52.7, 63.0]",,,,,,,,,,,1.823193,,,,,,,,,,,,1aa5b561-4761-404a-8d0d-a0481f6f6b5c,1444,,,"[48.2, 62.4]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bartosz Bereszyński,5673.0,Right Center Back,91,Poland,789,"['771640c9-068b-4827-b1c5-50d616da565b', 'fb26142d-c031-4922-9c22-164594213c24']",47,,,,,,,,,,,,,,Poland,00:00:47.454,Carry,,48.2,62.4,,,,,
,,,"[56.1, 20.3]",,,,,,,,,,,3.644275,,,,,,,,,,,,ba1a1918-5170-4ad3-9ca2-f6992c950b7a,1447,,,"[47.7, 18.8]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emil Peter Forsberg,5625.0,Left Midfield,92,Sweden,790,"['04f45cdf-fd22-4bbe-a29d-acec236dc441', '1f079597-6535-4af8-ab9f-a02f2b7d2724', 'd89e6d6c-0865-4645-875e-3a43ffd358b1']",49,,,,,,,,,,,,,,Sweden,00:00:49.899,Carry,True,47.7,18.8,,,,,
,,,"[64.2, 22.8]",,,,,,,,,,,1.451437,,,,,,,,,,,,3bca6790-605f-4c67-b111-b77cad1468ba,1452,,,"[56.5, 24.1]",3788776,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emil Peter Forsberg,5625.0,Left Midfield,92,Sweden,790,"['64ff98c7-d90e-47a4-9e4b-33c7564368d6', 'b5f0940b-68a7-4f6d-b18b-054dc712777a', 'cdebe682-893d-4e36-8401-ebe8a9b2cb71']",54,,,,,,,,,,,,,,Sweden,00:00:54.677,Carry,True,56.5,24.1,,,,,
,,,"[26.6, 16.4]",,,,,,,,,,,1.387791,,,,,,,,,,,,113ee964-3738-48ef-89d8-4078ee90c79d,1465,,,"[26.6, 14.3]",3788776,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kamil Glik,3034.0,Center Back,94,Poland,789,"['241b6917-d2d0-494d-a630-13c6f32f8d18', '81f5b590-ef8c-46d7-a276-7ea5d5ae1c4b']",19,,,,,,,,,,,,,,Poland,00:01:19.374,Carry,,26.6,14.3,,,,,
