50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ff3da39-9f34-4c06-a07b-06b09ee7cf4b,2536,,,"[89.2, 51.1]",3794690,79,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Petr Ševčík,23454.0,Left Wing,137,Czech Republic,912,['ac2ee1dd-a8be-442b-a74c-d4798f0b8cc5'],8,,,,,,,,,,,,,,,,,Czech Republic,00:34:08.001,Ball Receipt*,,89.2,51.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257becee-ed54-4096-9e15-4bec14989909,2548,,,"[109.1, 35.2]",3794690,79,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Patrik Schick,7044.0,Center Forward,137,Czech Republic,912,['eea3d513-1cdb-4827-925f-eef103760b0d'],15,,,,,,,,,,,,,,,,,Czech Republic,00:34:15.215,Ball Receipt*,,109.1,35.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3bc8127-8251-441b-9b30-63ebe28de83c,2554,,,"[50.3, 36.9]",3794690,80,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Frenkie de Jong,8118.0,Right Center Midfield,138,Netherlands,941,['c75ca5b6-8432-494a-b64f-c3fc7b45945e'],35,,,,,,,,,,,,,,,,,Netherlands,00:35:35.870,Ball Receipt*,,50.3,36.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fe349e3-a4ef-4651-8386-1e52dc847530,2557,,,"[47.5, 15.8]",3794690,80,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jurriën David Norman Timber,21809.0,Left Center Back,138,Netherlands,941,['4d1b7e2a-5430-4744-a505-60ded706340d'],42,,,,,,,,,,,,,,,,,Netherlands,00:35:42.001,Ball Receipt*,,47.5,15.8,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a91c49c0-4865-45db-a83c-d2ec2c7b638a,2561,,,"[69.2, 11.7]",3794690,80,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Quincy Anton Promes,13360.0,Left Wing,138,Netherlands,941,['8006248f-aa88-415f-914f-852515b42849'],48,,,,,,,,,,,,,,,,,Netherlands,00:35:48.980,Ball Receipt*,,69.2,11.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24f1a0bb-3434-4145-853b-346edc43b6ca,2567,,,"[69.6, 27.3]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steven Berghuis,7745.0,Left Back,140,Netherlands,941,['fa5c7b1e-0073-44d0-b438-5368acbd34f4'],3,,,,,,,,,,,,,,,,,Netherlands,00:36:03.114,Ball Receipt*,,69.6,27.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef395ad5-48ee-485c-9032-d82b1e5ee5f3,2570,,,"[83.9, 11.7]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,140,Netherlands,941,['e3b277c0-3074-46c3-9c15-2a7dc8974fec'],5,,,,,,,,,,,,,,,,,Netherlands,00:36:05.215,Ball Receipt*,,83.9,11.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e080f10-9e81-44f1-b9c8-f39b9ec8f26d,2573,,,"[74.3, 3.1]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,140,Netherlands,941,['047b74b0-172f-4136-bd5c-65887d04132a'],6,,,,,,,,,,,,,,,,,Netherlands,00:36:06.797,Ball Receipt*,,74.3,3.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2a2b684-5da4-4a8c-845e-e4ffaefe272d,2576,,,"[78.6, 54.5]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Denzel Dumfries,8125.0,Right Back,140,Netherlands,941,['ceb86c5f-2f03-45f7-b79d-d2008e04a1d6'],10,,,,,,,,,,,,,,,,,Netherlands,00:36:10.604,Ball Receipt*,,78.6,54.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795d3a79-432c-432c-9a5a-f6c626d4fe1d,2579,,,"[98.2, 60.9]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Memphis Depay,2988.0,Left Center Midfield,140,Netherlands,941,['863c5bd3-6ff7-4adf-9d81-61d1a621e020'],13,,,,,,,,,,,,,,,,,Netherlands,00:36:13.358,Ball Receipt*,,98.2,60.9,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2be5bbb1-b90d-4068-94d6-bdd351f72d2c,2582,,,"[110.0, 31.4]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Quincy Anton Promes,13360.0,Left Wing,140,Netherlands,941,['0e2a7cd2-4d32-4abe-a3dc-7cba419258ef'],17,,,,,,,,,,,,,,,,,Netherlands,00:36:17.493,Ball Receipt*,,110.0,31.4,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a16d1737-c39b-4977-ac8e-4d341c416f75,2587,,,"[61.6, 45.7]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrik Schick,7044.0,Center Forward,141,Czech Republic,912,['2039d638-4728-40e7-89a7-341ce7e4a979'],24,,,,,,,,,,,,,,,,,Czech Republic,00:36:24.215,Ball Receipt*,,61.6,45.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48071b3b-e996-48f3-baf3-f1f440819899,2593,,,"[41.3, 77.0]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vladimír Coufal,16570.0,Right Back,141,Czech Republic,912,['e1ac5d7a-8833-46c7-acbd-7412dcfeb7b4'],30,,,,,,,,,,,,,,,,,Czech Republic,00:36:30.844,Ball Receipt*,,41.3,77.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a73c6cb-762d-4df7-8ecc-0a132cb82333,2596,,,"[49.9, 68.6]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tomáš Holeš,16469.0,Right Center Midfield,141,Czech Republic,912,['3747ca59-46a3-4f43-99cf-a2cd377c53ea'],33,,,,,,,,,,,,,,,,,Czech Republic,00:36:33.411,Ball Receipt*,,49.9,68.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ca99200-55d5-4894-abaf-4af56d5e590b,2600,,,"[49.0, 77.4]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vladimír Coufal,16570.0,Right Back,141,Czech Republic,912,['46700a47-b1f0-425f-b2f4-ab61bfc47b50'],37,,,,,,,,,,,,,,,,,Czech Republic,00:36:37.044,Ball Receipt*,,49.0,77.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598fe167-8ebd-44b5-bae2-616c5eadac8b,2604,,,"[35.3, 70.5]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ondrej Celustka,30328.0,Right Center Back,141,Czech Republic,912,['cefff749-f8dd-4e25-977a-6797deff32ae'],40,,,,,,,,,,,,,,,,,Czech Republic,00:36:40.018,Ball Receipt*,,35.3,70.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c6091cb-3207-4d00-856a-14fa9d736d96,2607,,,"[9.0, 43.6]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tomáš Vaclík,11541.0,Goalkeeper,141,Czech Republic,912,['189f2a3e-6c49-402a-a3b7-0cd25be28a46'],44,,,,,,,,,,,,,,,,,Czech Republic,00:36:44.339,Ball Receipt*,,9.0,43.6,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,671651f6-2500-4851-a926-dcc141239786,2610,,,"[42.0, 8.5]",3794690,81,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pavel Kadeřábek,9397.0,Left Back,141,Czech Republic,912,['3265e985-460a-4d2c-969f-d01777e50abd'],47,,,,,,,,,,,,,,,,,Czech Republic,00:36:47.432,Ball Receipt*,,42.0,8.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe49f8c9-03c6-4878-a11a-f26b96f7d47c,2613,,,"[55.4, 14.7]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Patrik Schick,7044.0,Center Forward,142,Czech Republic,912,['5a54f9aa-6047-4188-9a65-5b51c89b0b08'],2,,,,,,,,,,,,,,,,,Czech Republic,00:37:02.529,Ball Receipt*,,55.4,14.7,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,3569f189-60f6-44bd-929a-80fdda5edf9f,2616,,,"[62.7, 9.6]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Petr Ševčík,23454.0,Left Wing,142,Czech Republic,912,['e90c71c2-dc3a-4f9b-966a-ef8d030410df'],3,,,,,,,,,,,,,,,,,Czech Republic,00:37:03.079,Ball Receipt*,,62.7,9.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181c8c7-2fd3-426b-8ffe-1a714812d1fd,2627,,,"[44.5, 39.7]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tomáš Souček,4870.0,Left Center Midfield,142,Czech Republic,912,"['66c018f9-e09c-4ce1-bfa4-9319f1d75f6e', 'b3da20be-b647-412b-8cc3-e876a7761b34']",8,,,,,,,,,,,,,,,,,Czech Republic,00:37:08.746,Ball Receipt*,True,44.5,39.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c75eed9-d856-49f0-a0ed-19583efbc54b,2630,,,"[42.4, 55.4]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Vladimír Coufal,16570.0,Right Back,142,Czech Republic,912,['ecbf7bd6-3f1a-4840-85cc-18f9a8f79fc2'],10,,,,,,,,,,,,,,,,,Czech Republic,00:37:10.961,Ball Receipt*,,42.4,55.4,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe8d26cb-cde8-4568-aab1-d115c4e13b0c,2633,,,"[95.4, 63.3]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Petr Ševčík,23454.0,Left Wing,142,Czech Republic,912,['c4349c78-d6d3-45ae-864f-7cfdd8ea24a0'],17,,,,,,,,,,,,,,,,,Czech Republic,00:37:17.356,Ball Receipt*,,95.4,63.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34ac1094-3ef9-40ed-8887-89276c3fb012,2637,,,"[71.7, 23.0]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wout Weghorst,7829.0,Center Forward,142,Czech Republic,912,['363ef4c6-e63b-4099-ace8-4b027f5bae44'],31,,,,,,,,,,,,,,,,,Netherlands,00:37:31.417,Ball Receipt*,,71.7,23.0,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,876c2734-c8d2-49df-b0b3-cd720496d14d,2639,,,"[86.0, 37.8]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Memphis Depay,2988.0,Left Center Midfield,142,Czech Republic,912,['e7a9faf4-846d-4926-9d48-2b5996910eb2'],33,,,,,,,,,,,,,,,,,Netherlands,00:37:33.579,Ball Receipt*,,86.0,37.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d26c29f-faa1-490e-bb3a-c8989c4a2740,2641,,,"[55.7, 39.3]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antonín Barák,7801.0,Center Attacking Midfield,142,Czech Republic,912,['4a6576df-0293-4937-903f-d4feb0d31ca2'],34,,,,,,,,,,,,,,,,,Czech Republic,00:37:34.809,Ball Receipt*,,55.7,39.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0ae9c98-3419-47de-96c1-1a367067e8f9,2644,,,"[53.3, 49.4]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tomáš Souček,4870.0,Left Center Midfield,142,Czech Republic,912,['82b53915-ada3-4cda-907f-85640f33b5d1'],35,,,,,,,,,,,,,,,,,Czech Republic,00:37:35.901,Ball Receipt*,,53.3,49.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57eb201c-33c1-48d6-bed1-359bc00d92c8,2648,,,"[40.9, 71.4]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Vladimír Coufal,16570.0,Right Back,142,Czech Republic,912,['ba1d4610-c359-47bf-900c-f99c2b3921dd'],41,,,,,,,,,,,,,,,,,Czech Republic,00:37:41.718,Ball Receipt*,,40.9,71.4,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,813e6ea7-c5bd-4374-aaa7-4d0a5570a287,2652,,,"[70.6, 61.8]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jakub Jankto,8095.0,Right Wing,142,Czech Republic,912,['be7ccc1b-3601-4490-b85d-07531b89ada1'],48,,,,,,,,,,,,,,,,,Czech Republic,00:37:48.165,Ball Receipt*,,70.6,61.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5936e5b4-e44c-473a-9a75-8a3fc758dfbe,2656,,,"[37.5, 11.5]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jurriën David Norman Timber,21809.0,Left Center Back,143,Netherlands,941,['73646b04-5b39-40ea-ab21-e1d9ff2a80f8'],51,,,,,,,,,,,,,,,,,Netherlands,00:37:51.163,Ball Receipt*,,37.5,11.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fca2c4b5-852e-47d4-aa9a-52d3b33e8560,2659,,,"[26.6, 31.8]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Right Center Back,143,Netherlands,941,['18e7a9a2-ae36-4299-bedc-8690ba730371'],53,,,,,,,,,,,,,,,,,Netherlands,00:37:53.614,Ball Receipt*,,26.6,31.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787ffb01-7bd4-4edd-bc32-02583a752416,2662,,,"[5.4, 42.5]",3794690,82,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,143,Netherlands,941,['3424d945-4604-4dac-b080-dfcd44b55c98'],58,,,,,,,,,,,,,,,,,Netherlands,00:37:58.169,Ball Receipt*,,5.4,42.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0c76a21-b324-4137-af79-f3e9851cfd8c,2665,,,"[71.9, 42.3]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,143,Netherlands,941,['6ceed24e-75ef-4433-b94f-96d2d0c52905'],4,,,,,,,,,,,,,,,,,Netherlands,00:38:04.872,Ball Receipt*,,71.9,42.3,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,f16f9a22-154f-4baf-968d-d1e8438c1c6f,2668,,,"[79.0, 63.0]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Memphis Depay,2988.0,Left Center Midfield,143,Netherlands,941,['9487b55d-d163-4d75-8079-a87de5b164ae'],8,,,,,,,,,,,,,,,,,Netherlands,00:38:08.201,Ball Receipt*,,79.0,63.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fa38d72-9843-47dd-93a4-dde178b35765,2670,,,"[50.1, 8.3]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tomáš Holeš,16469.0,Right Center Midfield,143,Netherlands,941,['ce6a80cc-5f04-49a9-aba7-07461f8a1427'],9,,,,,,,,,,,,,,,,,Czech Republic,00:38:09.871,Ball Receipt*,,50.1,8.3,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,453bc7d6-b255-4253-ab49-1a43ebfd9616,2673,,,"[57.6, 13.6]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Petr Ševčík,23454.0,Left Wing,143,Netherlands,941,['957a3e37-4d4a-4dc1-8fb2-bf6130817f9c'],12,,,,,,,,,,,,,,,,,Czech Republic,00:38:12.347,Ball Receipt*,,57.6,13.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addb713f-35ee-4602-b11a-09cdf88d20e8,2677,,,"[49.3, 71.4]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Right Center Back,143,Netherlands,941,['df220913-45ba-4d84-b3e4-d920bb5b6338'],14,,,,,,,,,,,,,,,,,Netherlands,00:38:14.339,Ball Receipt*,,49.3,71.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598372ae-ad17-448a-9fc7-352a85a2a0e7,2680,,,"[14.8, 43.1]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,143,Netherlands,941,['7aaa8894-6d85-467e-8fcf-cc744f19f7e6'],19,,,,,,,,,,,,,,,,,Netherlands,00:38:19.558,Ball Receipt*,,14.8,43.1,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d6be3a-a29d-4b4e-8c27-f5adcf91f36c,2683,,,"[85.6, 38.9]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,143,Netherlands,941,['a93e0309-1357-494c-8b7e-2dc41b1d628e'],31,,,,,,,,,,,,,,,,,Netherlands,00:38:31.372,Ball Receipt*,,85.6,38.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5acff4d1-39dc-4cd9-8f9b-170b411ca1a0,2689,,,"[83.5, 3.4]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Quincy Anton Promes,13360.0,Left Wing,143,Netherlands,941,['5ccf5255-919b-4754-98f9-e8a1bbe1d462'],37,,,,,,,,,,,,,,,,,Netherlands,00:38:37.630,Ball Receipt*,,83.5,3.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2fd6f26-4f97-405a-bfda-ddd982d1d802,2692,,,"[70.4, 14.3]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jurriën David Norman Timber,21809.0,Left Center Back,143,Netherlands,941,['c5850e4b-2f74-444a-8ba8-ecd4cbf64015'],41,,,,,,,,,,,,,,,,,Netherlands,00:38:41.685,Ball Receipt*,,70.4,14.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7185b43f-2768-4091-96ff-bef73801434a,2695,,,"[97.2, 3.6]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Quincy Anton Promes,13360.0,Left Wing,143,Netherlands,941,['5a9a7a74-7f0c-4304-a3ea-259487de7117'],47,,,,,,,,,,,,,,,,,Netherlands,00:38:47.013,Ball Receipt*,,97.2,3.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a99b1cd4-90a5-41f0-841a-712c112f33fa,2698,,,"[106.2, 35.0]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,143,Netherlands,941,['4a32782e-1487-4fdd-a35f-3dc7b87e6b79'],50,,,,,,,,,,,,,,,,,Netherlands,00:38:50.324,Ball Receipt*,,106.2,35.0,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f33c91e-1166-4d5f-bc39-d13aea501eb8,2700,,,"[115.8, 43.1]",3794690,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Denzel Dumfries,8125.0,Right Back,143,Netherlands,941,['1a8dc100-7b08-4600-9e43-946ffba2bc7c'],52,,,,,,,,,,,,,,,,,Netherlands,00:38:52.081,Ball Receipt*,,115.8,43.1,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb887a44-2b83-4d7c-8b06-9eae6d969bf7,2707,,,"[84.7, 27.1]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Adam Hložek,28239.0,Left Wing,144,Czech Republic,912,['7dcd00db-8375-4b2c-81e5-4c83beea9b88'],13,,,,,,,,,,,,,,,,,Czech Republic,00:40:13.297,Ball Receipt*,,84.7,27.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ce38b04-1fbd-4a08-afcc-221ccbe9149d,2709,,,"[9.7, 43.4]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,145,Netherlands,941,['ffe67d43-e566-4d79-8a2d-04c904f96a78'],15,,,,,,,,,,,,,,,,,Netherlands,00:40:15.556,Ball Receipt*,,9.7,43.4,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ebad478-a417-46e4-819f-a8d2af1f98a0,2712,,,"[84.1, 35.7]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,145,Netherlands,941,['8033e334-769a-4f82-a248-ba3d6e4dd72e'],31,,,,,,,,,,,,,,,,,Netherlands,00:40:31.600,Ball Receipt*,,84.1,35.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d24029b-3224-4f90-9ba0-8279f7b9922f,2717,,,"[25.7, 41.2]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maarten Stekelenburg,20201.0,Goalkeeper,145,Netherlands,941,['d478d532-6ddb-472f-b3cd-5db81a0ce3a0'],38,,,,,,,,,,,,,,,,,Netherlands,00:40:38.448,Ball Receipt*,,25.7,41.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e3ec774-e332-415e-87e9-7954d99a4935,2720,,,"[90.3, 34.2]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wout Weghorst,7829.0,Center Forward,145,Netherlands,941,['f965b78e-2eff-43dc-a150-1a26436786d4'],48,,,,,,,,,,,,,,,,,Netherlands,00:40:48.622,Ball Receipt*,,90.3,34.2,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcb7b18a-a299-43d9-a3bb-614d8707c59f,2723,,,"[92.5, 37.4]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Memphis Depay,2988.0,Left Center Midfield,145,Netherlands,941,['be4f66b5-b6fb-4180-9027-03a5b306edee'],49,,,,,,,,,,,,,,,,,Netherlands,00:40:49.629,Ball Receipt*,,92.5,37.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a61301c7-a786-4c3f-8b0f-8afa9e8429db,2725,,,"[49.7, 34.4]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrik Schick,7044.0,Center Forward,145,Netherlands,941,['206a064b-09ed-4137-a903-1cb500024f22'],51,,,,,,,,,,,,,,,,,Czech Republic,00:40:51.720,Ball Receipt*,,49.7,34.4,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,07f9448b-225f-44d5-889c-060c22cd726b,2728,,,"[46.7, 37.2]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Král,23452.0,Right Center Midfield,145,Netherlands,941,['4eb04202-a255-4f47-bfc1-15bb087cd98b'],53,,,,,,,,,,,,,,,,,Czech Republic,00:40:53.181,Ball Receipt*,,46.7,37.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0e080d9-1f48-4721-8e5a-7115f8885f47,2734,,,"[83.3, 75.2]",3794690,85,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steven Berghuis,7745.0,Left Back,145,Netherlands,941,['e0aa8727-5b22-456c-afc7-4066e11d2aac'],56,,,,,,,,,,,,,,,,,Netherlands,00:40:56.533,Ball Receipt*,,83.3,75.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbb64fa2-9298-4091-8355-be112e3d5536,2737,,,"[63.2, 75.2]",3794690,86,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stefan de Vrij,7787.0,Right Center Back,145,Netherlands,941,['c455b933-c799-42a2-862a-07b2429d783d'],2,,,,,,,,,,,,,,,,,Netherlands,00:41:02.978,Ball Receipt*,,63.2,75.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1a67afc-5317-458c-837e-abfbd1c13586,2744,,,"[71.9, 68.8]",3794690,86,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Right Center Midfield,146,Netherlands,941,['f02a4531-d5e0-42ee-a11d-d9bf65f43efc'],12,,,,,,,,,,,,,,,,,Netherlands,00:41:12.761,Ball Receipt*,,71.9,68.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07c1e97f-7c0c-4293-a5b3-dabfbf759efa,2748,,,"[68.5, 75.0]",3794690,86,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Steven Berghuis,7745.0,Right Center Forward,146,Netherlands,941,['46ca0be1-604b-4b8b-885b-05f300261313'],13,,,,,,,,,,,,,,,,,Netherlands,00:41:13.575,Ball Receipt*,,68.5,75.0,,,,,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac796454-58ca-4c61-8b77-680669cd211c,2751,,,"[84.6, 57.5]",3794690,86,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Denzel Dumfries,8125.0,Right Wing Back,146,Netherlands,941,['9c1ebdb2-41cc-49aa-ad37-7a744da19eaa'],15,,,,,,,,,,,,,,,,,Netherlands,00:41:15.070,Ball Receipt*,,84.6,57.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6042813b-aacb-4f9b-a0fb-e0882edfcbf0,2757,,,"[33.0, 9.4]",3794690,86,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pavel Kadeřábek,9397.0,Left Back,147,Czech Republic,912,"['2f242f56-340c-4dd6-8524-493a81d730f5', 'adba2731-3616-4b1e-8254-e0ddf08dd064']",17,,,,,,,,,,,,,,,,,Czech Republic,00:41:17.468,Ball Receipt*,True,33.0,9.4,,,,,
