50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,,,d45e945b-ba82-4e15-bf1f-9ba2a5fb3419,2450,,,"[21.5, 74.6]",3788769,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daler Kuzyaev,5179.0,Right Defensive Midfield,132,Denmark,776,['dbf39d44-9afc-4fba-8840-0ebc82254791'],59,,,,,,,,,,,,,,Russia,00:20:59.127,Duel,True,21.5,74.6,,,,,
,,,,,,,,,,,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,,,,,dd7754b2-cad2-435c-ad64-b893d836c58a,2459,,,"[13.3, 69.3]",3788769,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Roman Zobnin,5171.0,Left Defensive Midfield,133,Denmark,776,['3d3cb982-9fbe-4de8-8cd7-706b1b66f332'],16,,,,,,,,,,,,,,Russia,00:21:16.889,Duel,True,13.3,69.3,,,,,
,,,,,,,,,,,,True,,Won,Tackle,0.0,,,,,,,,,,,,,,,,4e209261-526f-4e96-a120-bcc0e75bc50d,2485,,,"[53.9, 58.5]",3788769,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maksim Mukhin,39273.0,Right Defensive Midfield,136,Russia,796,['46f8f1d7-fc21-47ed-a2f0-6775ec26236d'],12,,,,,,,,,,,,,,Russia,00:22:12.858,Duel,True,53.9,58.5,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,c01b2c48-f7d8-4426-a903-cca414bc0639,2496,,,"[87.8, 30.7]",3788769,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Artem Dzyuba,5195.0,Right Center Forward,136,Russia,796,['c0873998-258a-4808-9a81-886e1313180c'],23,,,,,,,,,,,,,,Russia,00:22:23.303,Duel,True,87.8,30.7,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,7459db48-ed7d-4533-b448-2aa59338d2da,2537,,,"[92.5, 21.1]",3788769,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kasper Dolberg,6302.0,Center Forward,140,Denmark,776,['3c982326-eb3c-45ed-9e58-35d5e4f527d5'],41,,,,,,,,,,,,,,Denmark,00:25:41.509,Duel,True,92.5,21.1,,,,,
,,,,,,,,,,,,True,,Won,Tackle,0.0,,,,,,,,,,,,,,,,5e9899a3-f784-459c-940b-a8a3e133f010,2543,,,"[16.2, 76.2]",3788769,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Igor Diveev,31917.0,Right Center Back,141,Russia,796,['61a7aa96-569b-42a1-9bdf-675980ed0dd8'],49,,,,,,,,,,,,,,Russia,00:25:49.787,Duel,True,16.2,76.2,,,,,
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,,,69bdf858-4e07-4669-9dbf-f49fe1756e58,2602,,,"[6.4, 58.2]",3788769,72,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maksim Mukhin,39273.0,Right Defensive Midfield,143,Denmark,776,['5a637e1d-4482-4b60-8674-a07f2b3c3529'],38,,,,,,,,,,,,,,Russia,00:27:38.774,Duel,True,6.4,58.2,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,aae58979-4847-4f54-a155-8247c3994fda,2635,,,"[50.1, 11.8]",3788769,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aleksandr Golovin,5177.0,Left Midfield,145,Russia,796,['78f09129-b4e1-483c-ae7b-c15047b08f3d'],53,,,,,,,,,,,,,,Russia,00:28:53.446,Duel,True,50.1,11.8,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,9ace33d3-c4dc-4190-a9e9-86ea8572e8bd,2689,,,"[11.4, 42.5]",3788769,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Artem Dzyuba,5195.0,Right Center Forward,156,Denmark,776,['14d16331-0987-405f-b3a9-1fb285d3efbd'],23,,,,,,,,,,,,,,Russia,00:33:23.479,Duel,True,11.4,42.5,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,160e1950-a4da-48de-a42f-f2b397ab1261,2724,,,"[97.0, 25.6]",3788769,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Aleksandr Sobolev,38178.0,Left Center Forward,158,Russia,796,['97312407-373b-4818-a498-4c7045c5cdf6'],21,,,,,,,,,,,,,,Russia,00:35:21.968,Duel,True,97.0,25.6,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,172058f8-34cd-4b7c-9ebb-cb6385c26722,2752,,,"[24.5, 73.6]",3788769,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jens Stryger Larsen,5524.0,Right Wing Back,162,Russia,796,['8d8a12d2-97f1-412c-bfd9-1071a8ff744a'],30,,,,,,,,,,,,,,Denmark,00:37:30.194,Duel,True,24.5,73.6,,,,,
,,,,,,,,,,,,True,,Won,Tackle,0.0,,,,,,,,,,,,,,,,30e0de0d-8984-472a-93dc-de154fdad8d2,2783,,,"[19.0, 22.8]",3788769,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Joakim Mæhle,16554.0,Left Wing Back,165,Denmark,776,['7055d830-f9ee-408b-bebd-4d84dfce40a8'],10,,,,,,,,,,,,,,Denmark,00:38:10.711,Duel,True,19.0,22.8,,,,,
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,,,56f7661d-47c4-437a-92cf-e158ae61eef5,2796,,,"[7.6, 64.0]",3788769,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Igor Diveev,31917.0,Right Center Back,165,Denmark,776,['f047b6b6-4851-407a-a4ff-4617b3836134'],24,,,,,,,,,,,,,,Russia,00:38:24.546,Duel,True,7.6,64.0,,,,,
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,,,,,99b4a9b1-4cc4-414a-9376-8a9a7de9e7fc,2850,,,"[56.7, 72.4]",3788769,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Maksim Mukhin,39273.0,Right Defensive Midfield,168,Denmark,776,['f2e75f07-03cf-4dc5-b9cd-f6d0d5c75e04'],28,,,,,,,,,,,,,,Russia,00:41:28.672,Duel,True,56.7,72.4,,,,,
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,,,afab48e4-61ba-417c-973f-1a5191552012,2854,,,"[49.8, 76.8]",3788769,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Maksim Mukhin,39273.0,Right Defensive Midfield,168,Denmark,776,['f9b2b5ed-f199-4a3c-aab8-24ad04c09848'],30,,,,,,,,,,,,,,Russia,00:41:30.809,Duel,True,49.8,76.8,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,2e70b877-97ca-4970-b79d-db33215be9ab,2896,,,"[90.1, 58.2]",3788769,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Aleksandr Sobolev,38178.0,Left Center Forward,171,Russia,796,['d097f981-62c9-4758-a107-135ec5d75442'],16,,,,,,,,,,,,,,Russia,00:43:16.636,Duel,True,90.1,58.2,,,,,
,,,,,,,,,,,,,,Won,Tackle,0.0,,,,,,,,,,,,,,,,b9c26e75-7fcf-4a9d-ad07-73da5620a111,2990,,,"[45.6, 6.5]",3788769,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aleksandr Golovin,5177.0,Left Midfield,174,Denmark,776,['6f6d92cb-8348-46c9-8e83-5cdfca5ee542'],54,,,,,,,,,,,,,,Russia,00:44:54.809,Duel,True,45.6,6.5,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,cf7b0c88-6668-445c-8304-30a6b53ebf21,3013,,,"[111.1, 26.1]",3788769,92,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Simon Thorup Kjær,5534.0,Center Back,178,Denmark,776,['48112143-0d50-431c-ba93-8bf857c72961'],1,,,,,,,,,,,,,,Denmark,00:47:01.695,Duel,True,111.1,26.1,,,,,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,,,5ccc468f-f9f1-4c7c-a9f3-28718c05c390,3026,,,"[116.4, 45.6]",3788769,92,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jannik Vestergaard,8815.0,Left Center Back,179,Denmark,776,['e10d48a3-88c2-4d97-a8e1-59b9538ef688'],50,,,,,,,,,,,,,,Denmark,00:47:50.462,Duel,True,116.4,45.6,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,3a95918f-5431-4a87-8897-8ba004059a3a,11,,,"[27.6, 73.4]",3788769,0,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andreas Christensen,3959.0,Right Center Back,2,Russia,796,"['cc908140-c71d-4a4a-9424-003ab5261063', 'fe4fd5c5-1bcd-442d-bec8-26e2d002ceb6']",6,,,,,,,,,,,,,,Denmark,00:00:06.798,Clearance,True,27.6,73.4,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,6d8ea409-3893-4f6b-a672-441dd9148917,24,,,"[27.2, 8.0]",3788769,0,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fedor Kudryashov,5677.0,Left Center Back,4,Denmark,776,"['13c2e744-56dd-4c9e-bfae-ea34f1c2a041', 'fee03709-9e6f-463c-b2d8-bd239a3e6550']",45,,,,,,,,,,,,,,Russia,00:00:45.298,Clearance,True,27.2,8.0,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,e01a69dc-c7ac-487a-a801-08488b4e22c7,133,,,"[56.7, 40.5]",3788769,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Jannik Vestergaard,8815.0,Left Center Back,15,Russia,796,['c186f725-c86c-4d05-aa3a-743eef6b3fe0'],45,,,,,,,,,,,,,,Denmark,00:03:45.574,Clearance,True,56.7,40.5,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,3b8ac34e-5ca2-4892-8ad5-74c16a2de54d,142,,,"[35.9, 68.0]",3788769,3,,,True,,,,,,,,,,,,,,,,,,,,,,,1,Other,Simon Thorup Kjær,5534.0,Center Back,15,Russia,796,['c6f9534d-4570-4645-8d9c-85ce3ebca033'],52,,,,,,,,,,,,,,Denmark,00:03:52.892,Clearance,True,35.9,68.0,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,183ea9a5-e20f-4516-8a59-25285d4ebe10,145,,,"[19.6, 69.6]",3788769,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,16,Russia,796,['da08b882-281d-4c5b-9f6c-0e181aae3dac'],10,,,,,,,,,,,,,,Denmark,00:04:10.689,Clearance,True,19.6,69.6,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,ba59b906-467b-4ec8-be8f-555732b155f7,155,,,"[55.6, 31.4]",3788769,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Magomed Ozdoev,20845.0,Right Defensive Midfield,17,Denmark,776,['0b0f2fe5-4931-47f2-8b82-80cd842db01e'],42,,,,,,,,,,,,,,Russia,00:04:42.137,Clearance,True,55.6,31.4,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,468899dd-a0ea-4b7a-a7d4-83d49a2c57a7,174,,,"[7.1, 35.0]",3788769,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daler Kuzyaev,5179.0,Left Wing Back,17,Denmark,776,['f8161d5d-a429-4587-82c3-78ff33e29903'],4,,,,,,,,,,,,,,Russia,00:05:04.631,Clearance,True,7.1,35.0,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,d1fbccc1-b9fa-4147-b5df-af9bdc9a443b,244,,,"[8.2, 41.5]",3788769,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mário Figueira Fernandes,5170.0,Right Wing Back,21,Denmark,776,"['aaa0cbef-af8b-451e-a87d-d88940b70b5b', 'be897133-d579-42f9-a9e6-2fe86193d7eb']",48,,,,,,,,,,,,,,Russia,00:06:48.340,Clearance,True,8.2,41.5,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,6a6041dc-35bb-4733-bc55-ed9316e4261f,312,,,"[6.8, 35.3]",3788769,8,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Magomed Ozdoev,20845.0,Right Defensive Midfield,22,Denmark,776,['1f96ce28-ba4e-4a64-a8e4-a5037b9a3fcf'],3,,,,,,,,,,,,,,Russia,00:08:03.288,Clearance,True,6.8,35.3,,,,,
,,,,,,,,Left Foot,,True,,,,,,0.0,,,,,,,,,,,,,,,,93a05e4e-1b97-4b3d-8789-1fda748d82ad,405,,,"[6.8, 22.5]",3788769,10,,,True,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georgiy Dzhikiya,16583.0,Right Center Back,28,Denmark,776,['198dc748-e736-4d64-b776-1a7fd8229998'],35,,,,,,,,,,,,,,Russia,00:10:35.113,Clearance,True,6.8,22.5,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,64ae00be-3539-4d80-8093-a0c9e37c3c1a,499,,,"[21.4, 32.0]",3788769,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Simon Thorup Kjær,5534.0,Center Back,30,Russia,796,"['cd6b3e0e-fb7d-4ba6-91aa-5b9c5d924c5d', 'f149344c-5703-4bef-9814-dda2675dcb98']",55,,,,,,,,,,,,,,Denmark,00:12:55.287,Clearance,True,21.4,32.0,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,632754cf-a571-4333-a482-443fbb2c043a,526,,,"[61.3, 5.5]",3788769,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fedor Kudryashov,5677.0,Left Center Back,32,Denmark,776,"['e14ac9b6-96a1-4e81-ad71-8cf632591705', 'e634f4d9-aa7c-4559-a989-857ae0466fa6']",44,,,,,,,,,,,,,,Russia,00:13:44.177,Clearance,True,61.3,5.5,,,,,
,,,,,,,,Left Foot,,True,,,,,,0.0,,,,,,,,,,,,,,,,38f4c2f6-d379-4f7e-9338-d8059c100261,527,,,"[47.8, 15.4]",3788769,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Igor Diveev,31917.0,Center Back,32,Denmark,776,,46,,,,,,,,,,,,,,Russia,00:13:46.599,Clearance,True,47.8,15.4,,,,,
,,,,,,,,Left Foot,,True,,,,,,0.0,,,,,,,,,,,,,,,,641c256d-781b-41fd-8a5b-89dd56b9b2f6,551,,,"[3.4, 20.4]",3788769,14,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Igor Diveev,31917.0,Center Back,33,Denmark,776,['6930c834-f64e-4654-93ad-82099cc1a002'],30,,,,,,,,,,,,,,Russia,00:14:30.949,Clearance,True,3.4,20.4,,,,,
,,,,,,,,Right Foot,,,True,,,,,0.0,,,,,,,,,,,,,,,,e86474d5-54b8-40b1-929d-616d65adc961,654,,,"[24.7, 74.0]",3788769,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Igor Diveev,31917.0,Center Back,39,Denmark,776,['843ad6fa-aefa-49c2-913e-8d321421c4dd'],37,,,,,,,,,,,,,,Russia,00:16:37.410,Clearance,True,24.7,74.0,,,,,
,,,,,,,,Right Foot,,,True,,,,,0.0,,,,,,,,,,,,,,,,d9425cc1-c41b-4247-93d2-dee7cf8aa7d2,682,,,"[14.4, 35.4]",3788769,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,40,Russia,796,,10,,,,,,,,,,,,,,Denmark,00:17:10.775,Clearance,True,14.4,35.4,,,,,
,,,,,,,,Right Foot,,,True,,,,,0.0,,,,,,,,,,,,,,,,076a2a83-8ee8-40eb-8954-1d3606a94ddb,724,,,"[16.4, 20.2]",3788769,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fedor Kudryashov,5677.0,Left Center Back,41,Denmark,776,,11,,,,,,,,,,,,,,Russia,00:18:11.416,Clearance,True,16.4,20.2,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,877c1fc1-bd92-473b-9bd2-0d3d3ca9ce07,981,,,"[48.2, 76.0]",3788769,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Right Center Back,53,Russia,796,"['d0f83d37-b783-40db-aac1-309387a74a29', 'e55d9fae-1bca-4d11-ab25-b8a102110fdd']",3,,,,,,,,,,,,,,Denmark,00:25:03.051,Clearance,True,48.2,76.0,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,cc61967b-af8b-42c1-97eb-021ccc812303,1000,,,"[9.5, 33.6]",3788769,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jannik Vestergaard,8815.0,Left Center Back,54,Russia,796,['c1839a03-466b-4475-9411-fd506c1cb1af'],5,,,,,,,,,,,,,,Denmark,00:26:05.427,Clearance,True,9.5,33.6,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,287b2174-7cd5-43c2-8fd7-9d4a12fac02e,1257,,,"[6.8, 42.8]",3788769,32,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Simon Thorup Kjær,5534.0,Center Back,65,Russia,796,['55cecc0f-84f4-40c5-a395-363a6e48c60a'],39,,,,,,,,,,,,,,Denmark,00:32:39.718,Clearance,True,6.8,42.8,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,07dc798d-b66a-4019-b32a-73eeaf48f53c,1262,,,"[8.9, 42.5]",3788769,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,66,Russia,796,['7e1cd0bc-f00d-48a3-b326-3f5f1b9ff29d'],8,,,,,,,,,,,,,,Denmark,00:33:08.254,Clearance,True,8.9,42.5,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,9ea0907f-442a-4e82-bfa0-1d495c46adb2,1382,,,"[7.5, 34.8]",3788769,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daler Kuzyaev,5179.0,Left Wing Back,71,Denmark,776,"['4f394524-dbd2-4d39-8c12-d6d26e509aa7', '94764b88-84e2-4147-bf52-38d636931660']",6,,,,,,,,,,,,,,Russia,00:36:06.707,Clearance,True,7.5,34.8,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,92db8bb1-a10a-4213-bf14-4c15654f150e,1388,,,"[5.7, 42.8]",3788769,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mário Figueira Fernandes,5170.0,Right Wing Back,71,Denmark,776,['4558b03d-4e38-4571-94b4-dd6f200bfc0f'],12,,,,,,,,,,,,,,Russia,00:36:12.942,Clearance,True,5.7,42.8,,,,,
,,,,,,,,Right Foot,,,True,,,,,0.0,,,,,,,,,,,,,,,,9d55a75c-0d68-460c-91ee-5ce4011d5680,1413,,,"[15.2, 55.8]",3788769,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Igor Diveev,31917.0,Center Back,71,Denmark,776,['6bdb7b8a-ad1b-42b2-a6d3-951dc2d5a155'],36,,,,,,,,,,,,,,Russia,00:36:36.735,Clearance,True,15.2,55.8,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,23f9f535-5db7-438b-bba9-bd8a3f41d8ef,1433,,,"[8.2, 36.6]",3788769,37,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fedor Kudryashov,5677.0,Left Center Back,71,Denmark,776,['d1368aca-d67d-4b29-88e6-d37e868427be'],1,,,,,,,,,,,,,,Russia,00:37:01.840,Clearance,True,8.2,36.6,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,602f0295-ab2c-4c84-b3d6-d6bb9779e384,1466,,,"[33.6, 66.6]",3788769,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andreas Christensen,3959.0,Right Center Back,73,Russia,796,"['4ff4830b-be74-4055-b148-8e614213e947', 'c8fcc633-4e4e-4431-a6fa-48f517686874']",51,,,,,,,,,,,,,,Denmark,00:38:51.972,Clearance,True,33.6,66.6,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,f818365a-b9a0-468c-9eb8-3e3a483f5dbf,1518,,,"[5.5, 35.3]",3788769,39,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fedor Kudryashov,5677.0,Left Center Back,74,Denmark,776,['adb3bb70-addc-4298-92a7-465080570d3e'],54,,,,,,,,,,,,,,Russia,00:39:54.119,Clearance,True,5.5,35.3,,,,,
,,,,,,,,Left Foot,,True,,,,,,0.0,,,,,,,,,,,,,,,,e45a1bf1-f5f4-4e72-ac19-d397ba7f4cb8,1588,,,"[25.8, 21.5]",3788769,43,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thomas Delaney,5527.0,Left Defensive Midfield,82,Russia,796,,4,,,,,,,,,,,,,,Denmark,00:43:04.805,Clearance,True,25.8,21.5,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,4c217d69-dc8a-4fab-b78f-e72932dc65ee,1601,,,"[63.6, 6.7]",3788769,43,,,True,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roman Zobnin,5171.0,Left Defensive Midfield,83,Denmark,776,['675295ea-c6b5-4c2f-b315-4b8c3d4169e3'],33,,,,,,,,,,,,,,Russia,00:43:33.576,Clearance,True,63.6,6.7,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,b2fae650-a4bd-40b2-9f74-05dbe6a43664,1677,,,"[54.9, 34.6]",3788769,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Igor Diveev,31917.0,Center Back,87,Russia,796,"['86c44cac-c330-4c3f-ae93-4bc0c6be113b', 'e6d54a13-0e49-4017-afa3-b6d6588c5ab3']",29,,,,,,,,,,,,,,Russia,00:45:29.219,Clearance,True,54.9,34.6,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,f8088b30-ea8a-48aa-a41e-8aacb984c852,1699,,,"[12.1, 51.7]",3788769,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Wass,6797.0,Right Wing Back,87,Russia,796,['5d915b27-863e-4f80-95bf-14eb5e417a7c'],47,,,,,,,,,,,,,,Denmark,00:45:47.022,Clearance,True,12.1,51.7,,,,,
,,,,,,,,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,2b7f3361-215d-4579-aaf7-74ff26dd9af0,1726,,,"[19.4, 29.9]",3788769,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Igor Diveev,31917.0,Center Back,88,Denmark,776,['12d48b84-8ac8-4061-b904-58c33960d18f'],7,,,,,,,,,,,,,,Russia,00:00:07.100,Clearance,True,19.4,29.9,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,89289dc6-14d5-4b63-8d01-8b6ba3629f38,1751,,,"[13.9, 46.6]",3788769,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Simon Thorup Kjær,5534.0,Center Back,90,Russia,796,"['2ba7bb83-1467-4b01-8eef-f9bf8f359774', '7b18c8e7-c025-4b8c-bad7-bfeb6d810d46']",52,,,,,,,,,,,,,,Denmark,00:01:52.531,Clearance,True,13.9,46.6,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,6a1e2fc6-43ad-48a0-93df-5ede06a3ad55,1777,,,"[39.5, 17.7]",3788769,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jannik Vestergaard,8815.0,Left Center Back,91,Russia,796,"['2b868c2a-6932-4416-8704-0d825ba5de2e', '5d98e152-d6d8-49ee-87a9-0adcede92eb4']",35,,,,,,,,,,,,,,Denmark,00:02:35.412,Clearance,True,39.5,17.7,,,,,
,,,,,,,,Right Foot,,,True,,,,,0.0,,,,,,,,,,,,,,,,8b700674-ced8-4daf-b014-caae23a5d56b,1815,,,"[8.9, 33.6]",3788769,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,93,Russia,796,['a6db9842-025c-4a0d-8832-affec3f5a17e'],11,,,,,,,,,,,,,,Denmark,00:03:11.019,Clearance,True,8.9,33.6,,,,,
,,,,,,,,Left Foot,,True,,,,,,0.0,,,,,,,,,,,,,,,,7c0adaf7-f015-4ee7-a43d-15726f50a759,1846,,,"[17.9, 16.5]",3788769,48,,,True,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Igor Diveev,31917.0,Center Back,94,Denmark,776,['9be8fe22-00de-4485-8c4f-24801ecb7766'],41,,,,,,,,,,,,,,Russia,00:03:41.958,Clearance,True,17.9,16.5,,,,,
,,,,,,,True,Head,True,,,,,,,0.0,,,,,,,,,,,,,,,,5b6c6d30-d2e9-4e92-afea-41c389467f5f,1965,,,"[51.4, 77.6]",3788769,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mário Figueira Fernandes,5170.0,Right Wing Back,99,Denmark,776,['97e7fc46-abba-43ba-b606-8060b19bc0ef'],47,,,,,,,,,,,,,,Russia,00:06:47.163,Clearance,True,51.4,77.6,,,,,
