ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure,location_x,location_y,pass_end_location_x,pass_end_location_y,shot_end_location_x,shot_end_location_y,shot_end_location_z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8aacd411-0045-45f9-8280-fb1f7c0d844f,1118,,,"[9.5, 25.2]",3788757,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,55,Belgium,782,['f1f41a79-5cbd-476b-88b6-5ee03364827d'],46,,,,,,,,,,,,,,,Belgium,00:23:46.941,Ball Receipt*,,9.5,25.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd593da0-61d5-4026-bf79-b1670e398a6a,1121,,,"[34.7, 22.4]",3788757,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Attacking Midfield,55,Belgium,782,['1702b427-0c87-4d16-881d-eb1d32bedb00'],50,,,,,,,,,,,,,,,Belgium,00:23:50.688,Ball Receipt*,,34.7,22.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570578e-658d-4f40-986b-996f5c6ae592,1125,,,"[44.1, 77.2]",3788757,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Meunier,3176.0,Right Wing Back,55,Belgium,782,['0e517f02-e579-49fb-8ed2-556a6b241ae5'],56,,,,,,,,,,,,,,,Belgium,00:23:56.043,Ball Receipt*,,44.1,77.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c794309-6c40-4691-aa9d-ef3fbbfc6b4d,1128,,,"[48.2, 65.0]",3788757,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leander Dendoncker,6331.0,Right Defensive Midfield,55,Belgium,782,['7793e29d-4e9d-4ee2-b20a-46cec8b32e8f'],58,,,,,,,,,,,,,,,Belgium,00:23:58.839,Ball Receipt*,,48.2,65.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781ca361-145b-4a23-8512-a878cdac1db5,1134,,,"[46.5, 6.1]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andreas Christensen,3959.0,Right Center Back,56,Denmark,776,['39cb93c3-019d-48a1-b57a-4eb18916d5a1'],4,,,,,,,,,,,,,,,Denmark,00:24:04.034,Ball Receipt*,,46.5,6.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12305baf-b38c-4af8-95d0-9384ed9e28a3,1139,,,"[49.5, 9.8]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,56,Denmark,776,"['2246c581-2720-4363-a421-412444b668ac', 'f4f2be62-194b-4110-8b14-c3354a53ffdc']",5,,,,,,,,,,,,,,,Denmark,00:24:05.432,Ball Receipt*,True,49.5,9.8,,,,,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51c93918-50c4-4704-8888-77dab4fb7f01,1142,,,"[56.3, 2.5]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,56,Denmark,776,['f624cea8-7c66-49fe-8207-d8630d2fe8c1'],5,,,,,,,,,,,,,,,Denmark,00:24:05.914,Ball Receipt*,,56.3,2.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafd07a3-e959-4508-a61b-9ef42ab86084,1147,,,"[57.6, 59.4]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Youri Tielemans,2954.0,Left Defensive Midfield,57,Belgium,782,"['5f63ee32-6aec-4ff6-a9be-c62f027a7fc2', 'd72324d7-9439-41c3-8cc9-66e78f6d7422']",10,,,,,,,,,,,,,,,Belgium,00:24:10.745,Ball Receipt*,True,57.6,59.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24061886-e598-4656-95eb-83fa05bb707f,1150,,,"[50.1, 65.4]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,57,Belgium,782,['ea2aeffe-caa9-43a5-b09e-91255c6b1930'],12,,,,,,,,,,,,,,,Belgium,00:24:12.043,Ball Receipt*,,50.1,65.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c8d1af7-d609-4a17-b318-1beccac02ec1,1153,,,"[43.0, 44.0]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jason Denayer,13116.0,Center Back,57,Belgium,782,['26f5ba90-b91f-4e3e-9796-5d88043a6553'],18,,,,,,,,,,,,,,,Belgium,00:24:18.962,Ball Receipt*,,43.0,44.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c71cf05-d863-4c4f-9b00-41b16d687942,1156,,,"[47.1, 44.9]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,57,Belgium,782,['f23532fa-5cc1-467b-8659-9fe7abdc276f'],22,,,,,,,,,,,,,,,Belgium,00:24:22.360,Ball Receipt*,,47.1,44.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d85fbccb-05e8-4369-ab58-940873b8f9a1,1159,,,"[63.1, 71.6]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dries Mertens,5630.0,Right Attacking Midfield,57,Belgium,782,['b57f3639-6b86-44bd-8c94-88d27dc9b453'],25,,,,,,,,,,,,,,,Belgium,00:24:25.879,Ball Receipt*,,63.1,71.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96255c2f-a5f4-464a-9757-ff4462d73dcc,1162,,,"[76.4, 78.5]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Meunier,3176.0,Right Wing Back,57,Belgium,782,['fd046444-c1be-4626-8233-bf263b52cc99'],27,,,,,,,,,,,,,,,Belgium,00:24:27.835,Ball Receipt*,,76.4,78.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93de70b7-406e-4308-a18b-21713f1cf7fb,1165,,,"[49.5, 68.4]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,57,Belgium,782,['c03ac2ca-26aa-4480-8fed-4a0e5c51b9d8'],31,,,,,,,,,,,,,,,Belgium,00:24:31.134,Ball Receipt*,,49.5,68.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a00b82d-15b4-409e-8037-73a8affae3e7,1168,,,"[43.2, 42.1]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jason Denayer,13116.0,Center Back,57,Belgium,782,['d6261acd-32c8-49dc-893d-4ac2b8d9550d'],33,,,,,,,,,,,,,,,Belgium,00:24:33.838,Ball Receipt*,,43.2,42.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d2535b8-695b-48ae-af6f-64a194ea2adf,1171,,,"[72.3, 6.2]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Left Wing Back,57,Belgium,782,['28c8039c-ef48-48ca-b7d2-e79f71b2e9c9'],39,,,,,,,,,,,,,,,Belgium,00:24:39.295,Ball Receipt*,,72.3,6.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab72f9fd-614c-47b1-8a51-1298cbdc8c30,1175,,,"[54.8, 17.7]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,57,Belgium,782,['e48dfa7e-a4b6-460e-8ab9-2adc2ba87661'],41,,,,,,,,,,,,,,,Belgium,00:24:41.780,Ball Receipt*,,54.8,17.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e611ae55-a699-41f1-a637-dc5d67585dfb,1178,,,"[50.5, 42.1]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,57,Belgium,782,['3624ac76-d75c-4c65-b2c6-e42bcb19660f'],43,,,,,,,,,,,,,,,Belgium,00:24:43.362,Ball Receipt*,,50.5,42.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a0af812-7d61-458f-acb5-c1a11d9319b9,1182,,,"[20.6, 44.9]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thibaut Courtois,3509.0,Goalkeeper,57,Belgium,782,['0579639c-4c34-4afd-8a12-fed7e5ccd527'],49,,,,,,,,,,,,,,,Belgium,00:24:49.960,Ball Receipt*,,20.6,44.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83e60c6b-b3e0-4d49-ad74-306399274018,1185,,,"[34.7, 38.5]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jason Denayer,13116.0,Center Back,57,Belgium,782,['ac3707f1-9207-4e57-8dc3-7c2f5da0198a'],51,,,,,,,,,,,,,,,Belgium,00:24:51.496,Ball Receipt*,,34.7,38.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5ef5d8e-4e16-4570-9eea-a8a825c9dcef,1188,,,"[42.6, 35.5]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Youri Tielemans,2954.0,Left Defensive Midfield,57,Belgium,782,['2c71d989-3453-41bb-84df-133cbc523005'],55,,,,,,,,,,,,,,,Belgium,00:24:55.489,Ball Receipt*,,42.6,35.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dda787ff-f43a-4ce0-a813-d71056aa5202,1191,,,"[42.0, 39.5]",3788757,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leander Dendoncker,6331.0,Right Defensive Midfield,57,Belgium,782,['fbdd3c3d-f88c-491e-920f-f494bf6eb234'],56,,,,,,,,,,,,,,,Belgium,00:24:56.703,Ball Receipt*,,42.0,39.5,,,,,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691f5f82-1512-4271-bcee-70c4a90a69b5,1194,,,"[85.4, 26.0]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,57,Belgium,782,['46028350-a757-400d-b4a9-0780b8429b58'],0,,,,,,,,,,,,,,,Belgium,00:25:00.479,Ball Receipt*,,85.4,26.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a036834-b5e2-43e4-bb5e-b992665974a7,1197,,,"[36.9, 40.1]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simon Thorup Kjær,5534.0,Center Back,58,Denmark,776,['4c61e769-78dd-4b90-9987-84ed7d3f70d8'],3,,,,,,,,,,,,,,,Denmark,00:25:03.762,Ball Receipt*,,36.9,40.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9342bc9b-eaff-43e0-aa7f-c593bb3718ef,1200,,,"[41.6, 35.7]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,58,Denmark,776,['fe99cb68-c20e-438f-86b2-933e29b3a6f0'],5,,,,,,,,,,,,,,,Denmark,00:25:05.576,Ball Receipt*,,41.6,35.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31723d10-936d-4f8b-a1ba-621f6b00e276,1205,,,"[55.5, 25.4]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,58,Denmark,776,['6a6712b6-763d-4aa0-8856-913a142135c6'],7,,,,,,,,,,,,,,,Denmark,00:25:07.994,Ball Receipt*,,55.5,25.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d632c1f-a66d-4937-bd24-0b0d168a9d19,1208,,,"[78.1, 3.1]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,58,Denmark,776,['5fd2287d-9669-4160-8737-2057969d9532'],13,,,,,,,,,,,,,,,Denmark,00:25:13.743,Ball Receipt*,,78.1,3.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61827b46-6e58-4470-b1f1-c8b2f207c2d3,1211,,,"[70.2, 6.6]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,58,Denmark,776,['08b90844-4cd8-453e-a89b-253b40a4ef66'],15,,,,,,,,,,,,,,,Denmark,00:25:15.608,Ball Receipt*,,70.2,6.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2a42704-ec2c-46c1-907a-d09a9357fcb3,1215,,,"[48.2, 34.4]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simon Thorup Kjær,5534.0,Center Back,58,Denmark,776,['335a628a-31b4-4158-adc6-6327ed96e01d'],20,,,,,,,,,,,,,,,Denmark,00:25:20.017,Ball Receipt*,,48.2,34.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d8c361-24b0-4ea2-ba4a-b10d8bbd6b96,1218,,,"[49.5, 19.0]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,58,Denmark,776,['474d6bb7-7fb0-408a-9268-c654c333ea3b'],22,,,,,,,,,,,,,,,Denmark,00:25:22.603,Ball Receipt*,,49.5,19.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61026401-c1cd-4398-a53b-2f49685d8ac8,1221,,,"[63.8, 4.9]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,58,Denmark,776,['220a95c7-10fb-49e6-a4db-9084aae04192'],28,,,,,,,,,,,,,,,Denmark,00:25:28.571,Ball Receipt*,,63.8,4.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05d9da36-c0e2-4b7c-95bf-e8cd33c4f419,1224,,,"[54.6, 9.8]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,58,Denmark,776,['30c17216-4c29-41f8-998d-5121d020e434'],31,,,,,,,,,,,,,,,Denmark,00:25:31.392,Ball Receipt*,,54.6,9.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f1461fa-b3bb-4fe1-a94e-26387ce3a1e7,1228,,,"[62.3, 25.2]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,58,Denmark,776,['b96f44e3-056c-40c8-851f-ccb18b54e079'],34,,,,,,,,,,,,,,,Denmark,00:25:34.361,Ball Receipt*,,62.3,25.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe71d15b-3dd7-4bee-b113-2ea597dd3f6c,1231,,,"[57.2, 3.8]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,58,Denmark,776,['f7e62331-c988-4c55-8ecf-2b7499aff941'],36,,,,,,,,,,,,,,,Denmark,00:25:36.212,Ball Receipt*,,57.2,3.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c1c1f05-5bc6-4e51-984d-94fae72db77d,1234,,,"[63.4, 1.4]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,58,Denmark,776,['24630d25-b0b7-46d9-8299-b886afdc3f3d'],39,,,,,,,,,,,,,,,Denmark,00:25:39.430,Ball Receipt*,,63.4,1.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7757190c-b9f7-464c-ac0a-e5f49865ead5,1238,,,"[70.0, 8.9]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,58,Denmark,776,"['6face1f5-ad73-4571-8de1-2ac78956d42f', 'f05f2932-dd2d-4eb6-9a5b-ca6974517d1f']",40,,,,,,,,,,,,,,,Denmark,00:25:40.247,Ball Receipt*,True,70.0,8.9,,,,,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376e8411-4d8f-4b80-b129-bc8c382aee40,1241,,,"[70.9, 2.3]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,58,Denmark,776,['888218a6-62a8-4845-a554-85eb2bd10f69'],40,,,,,,,,,,,,,,,Denmark,00:25:40.501,Ball Receipt*,,70.9,2.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddde61f5-2893-4aaa-a5c9-1dc661fe01b0,1246,,,"[91.4, 26.0]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,58,Denmark,776,['89e5509b-fd1b-4654-b6b5-7f11eace3886'],45,,,,,,,,,,,,,,,Denmark,00:25:45.387,Ball Receipt*,,91.4,26.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dd89250-9b5f-478b-8a5a-834b4e9d8813,1250,,,"[83.3, 34.8]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Wing Back,58,Denmark,776,['26c81b87-ced5-4bf5-8b18-5eab58ce1948'],46,,,,,,,,,,,,,,,Denmark,00:25:46.265,Ball Receipt*,,83.3,34.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4ddc38f-f7a8-4a7c-b90b-301d7b5c62cd,1255,,,"[9.7, 50.0]",3788757,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jason Denayer,13116.0,Center Back,59,Belgium,782,['063d589f-9d02-4113-b7e3-54fb6c8de7c0'],58,,,,,,,,,,,,,,,Belgium,00:25:58.849,Ball Receipt*,,9.7,50.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2eb43c78-a2dd-44c7-97ed-2dd589092efd,1258,,,"[12.9, 62.6]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Toby Alderweireld,20005.0,Right Center Back,59,Belgium,782,['673d891d-6480-452d-ae0d-e97fd9554066'],0,,,,,,,,,,,,,,,Belgium,00:26:00.454,Ball Receipt*,,12.9,62.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c34c738-610c-4911-9536-a4e5ff251cd9,1261,,,"[27.0, 77.8]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Thomas Meunier,3176.0,Right Wing Back,59,Belgium,782,['3ebaf84e-3361-4845-95ac-8d29b95f1217'],3,,,,,,,,,,,,,,,Belgium,00:26:03.023,Ball Receipt*,,27.0,77.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2fba599-99df-47fb-b9e8-7a0a8e631dab,1265,,,"[55.9, 63.9]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Romelu Lukaku Menama,3289.0,Center Forward,59,Belgium,782,"['d970e21c-4574-4a26-8201-54a71b82b874', 'd9e6aecb-5e67-4a00-8f1c-c59bb0376116']",6,,,,,,,,,,,,,,,Belgium,00:26:06.917,Ball Receipt*,True,55.9,63.9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5ab994c-8563-4a96-9f4a-6ba094ed8b38,1272,,,"[76.6, 17.7]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thomas Delaney,5527.0,Left Defensive Midfield,60,Denmark,776,['876d9b19-8ba6-4783-820d-afa51fbb1f44'],10,,,,,,,,,,,,,,,Denmark,00:26:10.597,Ball Receipt*,,76.6,17.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41949f56-ca83-4880-90c1-d77629aef3c8,1275,,,"[69.6, 35.0]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,60,Denmark,776,['0f630037-3378-4e9b-aa59-c47acf3269ff'],12,,,,,,,,,,,,,,,Denmark,00:26:12.063,Ball Receipt*,,69.6,35.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da9a04cd-6ac2-4ddb-aba7-e11e509052eb,1278,,,"[83.3, 38.2]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yussuf Yurary Poulsen,5536.0,Center Forward,60,Denmark,776,['adb4f050-a345-442a-bc67-8cea908ff78d'],13,,,,,,,,,,,,,,,Denmark,00:26:13.084,Ball Receipt*,,83.3,38.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a449c8a1-ef1a-44a2-bf3d-8667bc462fb0,1282,,,"[72.4, 38.4]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,60,Denmark,776,['9abbeb1c-0136-4c6b-b0f3-cd7d00d72752'],17,,,,,,,,,,,,,,,Denmark,00:26:17.627,Ball Receipt*,,72.4,38.4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507d8e8-19b2-4c61-adbf-e0b4c4d03ef4,1285,,,"[83.5, 2.1]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Joakim Mæhle,16554.0,Left Wing Back,60,Denmark,776,['2ba3c50e-7480-41ec-a65b-9ea3b9fe853b'],21,,,,,,,,,,,,,,,Denmark,00:26:21.574,Ball Receipt*,,83.5,2.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d249488-42fb-43fa-89b6-14e9ca988e3f,1288,,,"[70.4, 11.7]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,60,Denmark,776,['8e94c329-f8c8-409e-95c4-484d28eb55fc'],24,,,,,,,,,,,,,,,Denmark,00:26:24.632,Ball Receipt*,,70.4,11.7,,,,,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9662f67d-a4c0-4718-a6f1-2e774615c993,1291,,,"[104.0, 39.5]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yussuf Yurary Poulsen,5536.0,Center Forward,60,Denmark,776,['9e43d8d1-4933-4768-84f2-0655a2b9056b'],27,,,,,,,,,,,,,,,Denmark,00:26:27.564,Ball Receipt*,,104.0,39.5,,,,,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b513bfd8-b57c-4704-9b55-e66831a1de10,1296,,,"[104.0, 8.7]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,60,Denmark,776,['8bc546ec-3a4b-444c-9f58-edeae3bf9492'],33,,,,,,,,,,,,,,,Denmark,00:26:33.704,Ball Receipt*,,104.0,8.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17c68e00-9a0e-4057-955e-9769e2c1a3e1,1298,,,"[34.7, 76.1]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dries Mertens,5630.0,Right Attacking Midfield,61,Belgium,782,['52f21479-6a9e-4dbe-a258-350e37286b76'],47,,,,,,,,,,,,,,,Belgium,00:26:47.838,Ball Receipt*,,34.7,76.1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4815c4b-e2d4-4e99-8dc6-8965c010b7df,1305,,,"[97.2, 21.8]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,61,Belgium,782,['1d3d4600-386e-483a-b84c-de606a753c12'],52,,,,,,,,,,,,,,,Denmark,00:26:52.464,Ball Receipt*,,97.2,21.8,,,,,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbe6b6c6-5cf9-47c2-9369-a3d86cd889dc,1308,,,"[100.4, 17.5]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yussuf Yurary Poulsen,5536.0,Center Forward,61,Belgium,782,['a32dbdff-77c7-4f92-9592-7ec95f21f530'],52,,,,,,,,,,,,,,,Denmark,00:26:52.918,Ball Receipt*,,100.4,17.5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543f2228-164a-4adb-b3a2-1663b05d01b1,1310,,,"[28.5, 60.7]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dries Mertens,5630.0,Right Attacking Midfield,61,Belgium,782,['026c9c8b-f58e-477f-9f47-2ef0d7f3ed4b'],53,,,,,,,,,,,,,,,Belgium,00:26:53.987,Ball Receipt*,,28.5,60.7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130126f6-2006-4e7c-b62b-2582b2d14977,1315,,,"[85.6, 21.3]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Right Attacking Midfield,62,Denmark,776,['6021104d-c808-4d00-af30-272563ea31b8'],55,,,,,,,,,,,,,,,Denmark,00:26:55.342,Ball Receipt*,,85.6,21.3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0597ccaa-60fa-41ba-b93f-b25f3651269a,1318,,,"[91.0, 16.6]",3788757,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikkel Damsgaard,24443.0,Left Attacking Midfield,62,Denmark,776,['28aa21a0-3750-4a8d-a263-0ab7b760a57f'],57,,,,,,,,,,,,,,,Denmark,00:26:57.038,Ball Receipt*,,91.0,16.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4dfdb54-fe22-43fa-9280-86733a119e5b,1325,,,"[83.1, 6.1]",3788757,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,63,Denmark,776,['2b0f9820-3dac-4f4b-91c8-4ad71cedb8bb'],11,,,,,,,,,,,,,,,Denmark,00:27:11.191,Ball Receipt*,,83.1,6.1,,,,,
